Retail Client;Article Code;Article Description;Date;Size of Packing Unit;Prognosis (Packing Units);Realised Orders (Packing Units)
EDEKA EK (HESSENRING);10.10.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;72;68
EDEKA EK (HESSENRING);10.10.2020;817513;VVARB 27ELS 8x500 S02 DA513T EP OT 7NL;8;;522
EDEKA EK (HESSENRING);10.10.2020;818293;VVTRT GR 5KG D414TB EP ED 8NL;5;240;84
EDEKA EK (HESSENRING);10.10.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;144;56
EDEKA EK (HESSENRING);10.10.2020;900320;ARB 30ELS 8x500 S36 D512MD EP GL D1 7BE;8;;288
EDEKA EK (HESSENRING);10.10.2020;908979;VVTRCO XFEDPL BRIO16x400STRFPKKG613EPED8;16;;144
EDEKA EK (HESSENRING);10.10.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;16;16
EDEKA EK (HESSENRING);12.10.2020;211029;TOM 57-67 MI 6KG DT414M EP 8NL;6;;4
EDEKA EK (HESSENRING);12.10.2020;211370;VVTOM 47-57 MI 6KG DT414M EP 8NL;6;;16
EDEKA EK (HESSENRING);12.10.2020;800808;VVTPR 47-57EDPL ROM3KG GELP KKG410EP ED8;3;88;164
EDEKA EK (HESSENRING);12.10.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;16;16
EDEKA EK (HESSENRING);12.10.2020;818293;VVTRT GR 5KG D414TB EP ED 8NL;5;120;164
EDEKA EK (HESSENRING);12.10.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;72;64
EDEKA EK (HESSENRING);12.10.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;6;
EDEKA EK (HESSENRING);13.10.2020;800808;VVTPR 47-57EDPL ROM3KG GELP KKG410EP ED8;3;88;104
EDEKA EK (HESSENRING);13.10.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;24;20
EDEKA EK (HESSENRING);13.10.2020;818293;VVTRT GR 5KG D414TB EP ED 8NL;5;120;180
EDEKA EK (HESSENRING);13.10.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;40
EDEKA EK (HESSENRING);13.10.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;72;
EDEKA EK (HESSENRING);13.10.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;6;4
EDEKA EK (HESSENRING);14.10.2020;211370;VVTOM 47-57 MI 6KG DT414M EP 8NL;6;;8
EDEKA EK (HESSENRING);14.10.2020;800808;VVTPR 47-57EDPL ROM3KG GELP KKG410EP ED8;3;128;144
EDEKA EK (HESSENRING);14.10.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;24;32
EDEKA EK (HESSENRING);14.10.2020;818293;VVTRT GR 5KG D414TB EP ED 8NL;5;20;84
EDEKA EK (HESSENRING);14.10.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;64
EDEKA EK (HESSENRING);14.10.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;144;
EDEKA EK (HESSENRING);14.10.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;4;4
EDEKA EK (HESSENRING);15.10.2020;211370;VVTOM 47-57 MI 6KG DT414M EP 8NL;6;;4
EDEKA EK (HESSENRING);15.10.2020;800808;VVTPR 47-57EDPL ROM3KG GELP KKG410EP ED8;3;176;192
EDEKA EK (HESSENRING);15.10.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;24;24
EDEKA EK (HESSENRING);15.10.2020;818293;VVTRT GR 5KG D414TB EP ED 8NL;5;240;20
EDEKA EK (HESSENRING);15.10.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;72
EDEKA EK (HESSENRING);15.10.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;176;88
EDEKA EK (HESSENRING);15.10.2020;862651;TCH PRUEDPL 11x250 BKR02 KKG415 EP ED8NL;11;1.680;
EDEKA EK (HESSENRING);15.10.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;6;4
EDEKA EK (HESSENRING);17.10.2020;211370;VVTOM 47-57 MI 6KG DT414M EP 8NL;6;;212
EDEKA EK (HESSENRING);17.10.2020;800808;VVTPR 47-57EDPL ROM3KG GELP KKG410EP ED8;3;176;288
EDEKA EK (HESSENRING);17.10.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;72;60
EDEKA EK (HESSENRING);17.10.2020;818293;VVTRT GR 5KG D414TB EP ED 8NL;5;60;384
EDEKA EK (HESSENRING);17.10.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;88;164
EDEKA EK (HESSENRING);17.10.2020;862651;TCH PRUEDPL 11x250 BKR02 KKG415 EP ED8NL;11;784;1.904
EDEKA EK (HESSENRING);17.10.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;16;20
EDEKA EK (HESSENRING);19.10.2020;800808;VVTPR 47-57EDPL ROM3KG GELP KKG410EP ED8;3;88;56
EDEKA EK (HESSENRING);19.10.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;16;24
EDEKA EK (HESSENRING);19.10.2020;818293;VVTRT GR 5KG D414TB EP ED 8NL;5;120;284
EDEKA EK (HESSENRING);19.10.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;92
EDEKA EK (HESSENRING);19.10.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;88;
EDEKA EK (HESSENRING);19.10.2020;862651;TCH PRUEDPL 11x250 BKR02 KKG415 EP ED8NL;11;448;336
EDEKA EK (HESSENRING);19.10.2020;887326;VVTOM 47-57 MIMELI 6KG DT414M EP 6NL;6;;80
EDEKA EK (HESSENRING);19.10.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;6;4
EDEKA EK (HESSENRING);20.10.2020;800808;VVTPR 47-57EDPL ROM3KG GELP KKG410EP ED8;3;88;104
EDEKA EK (HESSENRING);20.10.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;24;12
EDEKA EK (HESSENRING);20.10.2020;818293;VVTRT GR 5KG D414TB EP ED 8NL;5;120;60
EDEKA EK (HESSENRING);20.10.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;88;32
EDEKA EK (HESSENRING);20.10.2020;862651;TCH PRUEDPL 11x250 BKR02 KKG415 EP ED8NL;11;336;784
EDEKA EK (HESSENRING);20.10.2020;887326;VVTOM 47-57 MIMELI 6KG DT414M EP 6NL;6;;176
EDEKA EK (HESSENRING);20.10.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;6;16
EDEKA EK (HESSENRING);21.10.2020;800808;VVTPR 47-57EDPL ROM3KG GELP KKG410EP ED8;3;176;144
EDEKA EK (HESSENRING);21.10.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;24;24
EDEKA EK (HESSENRING);21.10.2020;818293;VVTRT GR 5KG D414TB EP ED 8NL;5;120;60
EDEKA EK (HESSENRING);21.10.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;64
EDEKA EK (HESSENRING);21.10.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;88;
EDEKA EK (HESSENRING);21.10.2020;862651;TCH PRUEDPL 11x250 BKR02 KKG415 EP ED8NL;11;672;560
EDEKA EK (HESSENRING);21.10.2020;887326;VVTOM 47-57 MIMELI 6KG DT414M EP 6NL;6;;16
EDEKA EK (HESSENRING);21.10.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;6;12
EDEKA EK (HESSENRING);22.10.2020;800808;VVTPR 47-57EDPL ROM3KG GELP KKG410EP ED8;3;88;120
EDEKA EK (HESSENRING);22.10.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;8;12
EDEKA EK (HESSENRING);22.10.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;88;60
EDEKA EK (HESSENRING);22.10.2020;862651;TCH PRUEDPL 11x250 BKR02 KKG415 EP ED8NL;11;112;504
EDEKA EK (HESSENRING);22.10.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;;4
EDEKA EK (HESSENRING);23.10.2020;800808;VVTPR 47-57EDPL ROM3KG GELP KKG410EP ED8;3;88;268
EDEKA EK (HESSENRING);23.10.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;24;16
EDEKA EK (HESSENRING);23.10.2020;818293;VVTRT GR 5KG D414TB EP ED 8NL;5;60;260
EDEKA EK (HESSENRING);23.10.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;168
EDEKA EK (HESSENRING);23.10.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;176;
EDEKA EK (HESSENRING);23.10.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;6;4
EDEKA EK (HESSENRING);24.10.2020;800808;VVTPR 47-57EDPL ROM3KG GELP KKG410EP ED8;3;176;40
EDEKA EK (HESSENRING);24.10.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;72;68
EDEKA EK (HESSENRING);24.10.2020;818293;VVTRT GR 5KG D414TB EP ED 8NL;5;240;38
EDEKA EK (HESSENRING);24.10.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;40
EDEKA EK (HESSENRING);24.10.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;88;
EDEKA EK (HESSENRING);24.10.2020;903818;VVTRCH FIJNEDPLCHIC12x150SKFPKKG410EPED8;12;;4
EDEKA EK (HESSENRING);24.10.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;16;20
EDEKA EK (HESSENRING);26.10.2020;800808;VVTPR 47-57EDPL ROM3KG GELP KKG410EP ED8;3;88;64
EDEKA EK (HESSENRING);26.10.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;16;12
EDEKA EK (HESSENRING);26.10.2020;818293;VVTRT GR 5KG D414TB EP ED 8NL;5;180;148
EDEKA EK (HESSENRING);26.10.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;32
EDEKA EK (HESSENRING);26.10.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;88;
EDEKA EK (HESSENRING);26.10.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;6;16
EDEKA EK (HESSENRING);27.10.2020;800808;VVTPR 47-57EDPL ROM3KG GELP KKG410EP ED8;3;88;144
EDEKA EK (HESSENRING);27.10.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;24;24
EDEKA EK (HESSENRING);27.10.2020;818293;VVTRT GR 5KG D414TB EP ED 8NL;5;120;180
EDEKA EK (HESSENRING);27.10.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;52
EDEKA EK (HESSENRING);27.10.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;44;
EDEKA EK (HESSENRING);27.10.2020;862651;TCH PRUEDPL 11x250 BKR02 KKG415 EP ED8NL;11;0;252
EDEKA EK (HESSENRING);27.10.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;6;8
EDEKA EK (HESSENRING);28.10.2020;800808;VVTPR 47-57EDPL ROM3KG GELP KKG410EP ED8;3;176;152
EDEKA EK (HESSENRING);28.10.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;24;16
EDEKA EK (HESSENRING);28.10.2020;818293;VVTRT GR 5KG D414TB EP ED 8NL;5;120;20
EDEKA EK (HESSENRING);28.10.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;44;64
EDEKA EK (HESSENRING);28.10.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;6;16
EDEKA EK (HESSENRING);29.10.2020;213952;TRCO XFEDPL BRIO 3KG KKG410 EP ED 8NL;3;;80
EDEKA EK (HESSENRING);29.10.2020;800808;VVTPR 47-57EDPL ROM3KG GELP KKG410EP ED8;3;88;112
EDEKA EK (HESSENRING);29.10.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;8;20
EDEKA EK (HESSENRING);29.10.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;64
EDEKA EK (HESSENRING);29.10.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;44;
EDEKA EK (HESSENRING);29.10.2020;862651;TCH PRUEDPL 11x250 BKR02 KKG415 EP ED8NL;11;0;448
EDEKA EK (HESSENRING);30.10.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;24;16
EDEKA EK (HESSENRING);30.10.2020;818293;VVTRT GR 5KG D414TB EP ED 8NL;5;60;
EDEKA EK (HESSENRING);30.10.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;212
EDEKA EK (HESSENRING);30.10.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;176;
EDEKA EK (HESSENRING);30.10.2020;862651;TCH PRUEDPL 11x250 BKR02 KKG415 EP ED8NL;11;;1.120
EDEKA EK (HESSENRING);30.10.2020;887562;VVTRT GREDPL 6KG ZTK KKG613 EP ED 8NL;6;;720
EDEKA EK (HESSENRING);30.10.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;6;10
EDEKA EK (HESSENRING);31.10.2020;213952;TRCO XFEDPL BRIO 3KG KKG410 EP ED 8NL;3;;220
EDEKA EK (HESSENRING);31.10.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;72;72
EDEKA EK (HESSENRING);31.10.2020;818293;VVTRT GR 5KG D414TB EP ED 8NL;5;240;
EDEKA EK (HESSENRING);31.10.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;88;36
EDEKA EK (HESSENRING);31.10.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;16;40
EDEKA EK (HESSENRING);02.11.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;16;8
EDEKA EK (HESSENRING);02.11.2020;818293;VVTRT GR 5KG D414TB EP ED 8NL;5;180;
EDEKA EK (HESSENRING);02.11.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;40
EDEKA EK (HESSENRING);02.11.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;88;
EDEKA EK (HESSENRING);02.11.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;16;
EDEKA EK (HESSENRING);03.11.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;24;12
EDEKA EK (HESSENRING);03.11.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;44;16
EDEKA EK (HESSENRING);03.11.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;6;4
EDEKA EK (HESSENRING);03.11.2020;913900;TRT GR 5KG D414ZC EP 8NL;5;180;
EDEKA EK (HESSENRING);04.11.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;24;24
EDEKA EK (HESSENRING);04.11.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;40
EDEKA EK (HESSENRING);04.11.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;44;
EDEKA EK (HESSENRING);04.11.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;16;14
EDEKA EK (HESSENRING);04.11.2020;913900;TRT GR 5KG D414ZC EP 8NL;5;120;
EDEKA EK (HESSENRING);04.11.2020;919736;R TRCH 3KG KKG410 EP 7ES;3;;79
EDEKA EK (HESSENRING);05.11.2020;213952;TRCO XFEDPL BRIO 3KG KKG410 EP ED 8NL;3;;32
EDEKA EK (HESSENRING);05.11.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;8;16
EDEKA EK (HESSENRING);05.11.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;40
EDEKA EK (HESSENRING);05.11.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;44;
EDEKA EK (HESSENRING);05.11.2020;919736;R TRCH 3KG KKG410 EP 7ES;3;;120
EDEKA EK (HESSENRING);06.11.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;24;16
EDEKA EK (HESSENRING);06.11.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;144
EDEKA EK (HESSENRING);06.11.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;176;
EDEKA EK (HESSENRING);06.11.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;6;
EDEKA EK (HESSENRING);06.11.2020;919736;R TRCH 3KG KKG410 EP 7ES;3;;196
EDEKA EK (HESSENRING);07.11.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;72;48
EDEKA EK (HESSENRING);07.11.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;32
EDEKA EK (HESSENRING);07.11.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;88;
EDEKA EK (HESSENRING);07.11.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;24;44
EDEKA EK (HESSENRING);09.11.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;16;28
EDEKA EK (HESSENRING);09.11.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;48
EDEKA EK (HESSENRING);09.11.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;88;16
EDEKA EK (HESSENRING);09.11.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;16;24
EDEKA EK (HESSENRING);10.11.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;24;8
EDEKA EK (HESSENRING);10.11.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;44;8
EDEKA EK (HESSENRING);10.11.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;6;8
EDEKA EK (HESSENRING);11.11.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;24;4
EDEKA EK (HESSENRING);11.11.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;44;8
EDEKA EK (HESSENRING);11.11.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;16;
EDEKA EK (HESSENRING);12.11.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;8;12
EDEKA EK (HESSENRING);12.11.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;44;12
EDEKA EK (HESSENRING);13.11.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;24;16
EDEKA EK (HESSENRING);13.11.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;140
EDEKA EK (HESSENRING);13.11.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;176;
EDEKA EK (HESSENRING);13.11.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;0;3
EDEKA EK (HESSENRING);14.11.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;72;56
EDEKA EK (HESSENRING);14.11.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;40
EDEKA EK (HESSENRING);14.11.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;44;
EDEKA EK (HESSENRING);14.11.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;44;36
EDEKA EK (HESSENRING);16.11.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;16;16
EDEKA EK (HESSENRING);16.11.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;24
EDEKA EK (HESSENRING);16.11.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;88;
EDEKA EK (HESSENRING);16.11.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;24;
EDEKA EK (HESSENRING);17.11.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;24;12
EDEKA EK (HESSENRING);17.11.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;40
EDEKA EK (HESSENRING);17.11.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;44;
EDEKA EK (HESSENRING);17.11.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;6;8
EDEKA EK (HESSENRING);18.11.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;24;12
EDEKA EK (HESSENRING);18.11.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;52
EDEKA EK (HESSENRING);18.11.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;44;
EDEKA EK (HESSENRING);18.11.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;16;12
EDEKA EK (HESSENRING);19.11.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;8;8
EDEKA EK (HESSENRING);19.11.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;40
EDEKA EK (HESSENRING);19.11.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;44;
EDEKA EK (HESSENRING);19.11.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;;8
EDEKA EK (HESSENRING);20.11.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;24;16
EDEKA EK (HESSENRING);20.11.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;56
EDEKA EK (HESSENRING);20.11.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;176;88
EDEKA EK (HESSENRING);20.11.2020;862651;TCH PRUEDPL 11x250 BKR02 KKG415 EP ED8NL;11;448;560
EDEKA EK (HESSENRING);21.11.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;72;44
EDEKA EK (HESSENRING);21.11.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;48
EDEKA EK (HESSENRING);21.11.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;44;
EDEKA EK (HESSENRING);21.11.2020;903818;VVTRCH FIJNEDPLCHIC12x150SKFPKKG410EPED8;12;;40
EDEKA EK (HESSENRING);21.11.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;44;35
EDEKA EK (HESSENRING);21.11.2020;913900;TRT GR 5KG D414ZC EP 8NL;5;;80
EDEKA EK (HESSENRING);23.11.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;16;24
EDEKA EK (HESSENRING);23.11.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;56
EDEKA EK (HESSENRING);23.11.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;88;
EDEKA EK (HESSENRING);23.11.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;24;24
EDEKA EK (HESSENRING);24.11.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;24;24
EDEKA EK (HESSENRING);24.11.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;32
EDEKA EK (HESSENRING);24.11.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;44;
EDEKA EK (HESSENRING);24.11.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;6;20
EDEKA EK (HESSENRING);25.11.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;24;16
EDEKA EK (HESSENRING);25.11.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;60
EDEKA EK (HESSENRING);25.11.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;44;
EDEKA EK (HESSENRING);25.11.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;16;19
EDEKA EK (HESSENRING);26.11.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;8;8
EDEKA EK (HESSENRING);26.11.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;80
EDEKA EK (HESSENRING);26.11.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;44;
EDEKA EK (HESSENRING);26.11.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;;12
EDEKA EK (HESSENRING);27.11.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;24;20
EDEKA EK (HESSENRING);27.11.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;152
EDEKA EK (HESSENRING);27.11.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;176;
EDEKA EK (HESSENRING);27.11.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;;8
EDEKA EK (HESSENRING);28.11.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;72;52
EDEKA EK (HESSENRING);28.11.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;40
EDEKA EK (HESSENRING);28.11.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;44;
EDEKA EK (HESSENRING);28.11.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;44;43
EDEKA EK (HESSENRING);30.11.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;16;12
EDEKA EK (HESSENRING);30.11.2020;822355;R TOMVL72-82EDPL 3,5KG PLU KKG410EPED8NL;3,5;;8
EDEKA EK (HESSENRING);30.11.2020;823636;R TOMVL82-102EDPL 3,5KG PLUKKG410EPED8NL;3,5;44;
EDEKA EK (HESSENRING);30.11.2020;912814;R TRTEDS 10x375 SKO KKG610 EP ED 8NL;10;24;10
EDEKA EK (HESSENRING);01.12.2020;802304;R TRCH FIJNPCOL 1,5KG FK310 EP ED 8NL;1,5;24;16
