Retail Client;Date;Article Code;Article Description;Size of Packing Unit;Prognosis (Packing Units);Realised Orders (Packing Units)
Jumbo Supermarkten BV;18.06.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;533;372
Jumbo Supermarkten BV;19.06.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;525;560
Jumbo Supermarkten BV;20.06.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;619;580
Jumbo Supermarkten BV;21.06.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;746;780
Jumbo Supermarkten BV;22.06.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;950;740
Jumbo Supermarkten BV;24.06.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;650;660
Jumbo Supermarkten BV;25.06.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;700;400
Jumbo Supermarkten BV;26.06.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;525;760
Jumbo Supermarkten BV;27.06.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;619;600
Jumbo Supermarkten BV;28.06.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;746;820
Jumbo Supermarkten BV;29.06.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;788;940
Jumbo Supermarkten BV;01.07.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;540;480
Jumbo Supermarkten BV;02.07.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;533;540
Jumbo Supermarkten BV;03.07.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;525;240
Jumbo Supermarkten BV;04.07.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;619;580
Jumbo Supermarkten BV;05.07.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;746;740
Jumbo Supermarkten BV;06.07.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;788;840
Jumbo Supermarkten BV;08.07.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;540;480
Jumbo Supermarkten BV;09.07.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;533;490
Jumbo Supermarkten BV;10.07.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;525;320
Jumbo Supermarkten BV;11.07.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;619;520
Jumbo Supermarkten BV;12.07.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;746;780
Jumbo Supermarkten BV;13.07.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;788;780
Jumbo Supermarkten BV;15.07.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;497;280
Jumbo Supermarkten BV;16.07.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;494;300
Jumbo Supermarkten BV;17.07.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;490;540
Jumbo Supermarkten BV;18.07.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;592;450
Jumbo Supermarkten BV;19.07.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;697;720
Jumbo Supermarkten BV;20.07.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;735;800
Jumbo Supermarkten BV;22.07.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;497;400
Jumbo Supermarkten BV;23.07.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;494;540
Jumbo Supermarkten BV;24.07.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;490;400
Jumbo Supermarkten BV;25.07.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;592;840
Jumbo Supermarkten BV;26.07.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;697;800
Jumbo Supermarkten BV;27.07.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;735;600
Jumbo Supermarkten BV;29.07.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;497;420
Jumbo Supermarkten BV;30.07.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;494;220
Jumbo Supermarkten BV;31.07.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;490;350
Jumbo Supermarkten BV;01.08.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;592;440
Jumbo Supermarkten BV;02.08.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;697;660
Jumbo Supermarkten BV;03.08.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;735;840
Jumbo Supermarkten BV;05.08.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;497;330
Jumbo Supermarkten BV;06.08.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;494;420
Jumbo Supermarkten BV;07.08.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;490;480
Jumbo Supermarkten BV;08.08.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;592;440
Jumbo Supermarkten BV;09.08.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;697;720
Jumbo Supermarkten BV;10.08.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;735;750
Jumbo Supermarkten BV;12.08.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;432;320
Jumbo Supermarkten BV;13.08.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;480;540
Jumbo Supermarkten BV;14.08.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;435;520
Jumbo Supermarkten BV;15.08.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;525;460
Jumbo Supermarkten BV;16.08.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;640;680
Jumbo Supermarkten BV;17.08.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;688;760
Jumbo Supermarkten BV;19.08.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;432;480
Jumbo Supermarkten BV;20.08.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;480;380
Jumbo Supermarkten BV;21.08.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;435;440
Jumbo Supermarkten BV;22.08.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;525;580
Jumbo Supermarkten BV;23.08.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;640;820
Jumbo Supermarkten BV;24.08.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;688;720
Jumbo Supermarkten BV;26.08.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;456;480
Jumbo Supermarkten BV;27.08.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;480;540
Jumbo Supermarkten BV;28.08.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;472;840
Jumbo Supermarkten BV;29.08.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;525;500
Jumbo Supermarkten BV;30.08.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;640;740
Jumbo Supermarkten BV;31.08.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;688;760
Jumbo Supermarkten BV;02.09.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;432;300
Jumbo Supermarkten BV;03.09.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;480;360
Jumbo Supermarkten BV;04.09.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;435;320
Jumbo Supermarkten BV;05.09.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;525;510
Jumbo Supermarkten BV;06.09.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;640;840
Jumbo Supermarkten BV;07.09.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;688;720
Jumbo Supermarkten BV;09.09.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;432;400
Jumbo Supermarkten BV;10.09.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;480;300
Jumbo Supermarkten BV;11.09.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;435;400
Jumbo Supermarkten BV;12.09.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;525;660
Jumbo Supermarkten BV;13.09.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;640;660
Jumbo Supermarkten BV;14.09.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;688;570
Jumbo Supermarkten BV;16.09.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;432;210
Jumbo Supermarkten BV;17.09.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;480;420
Jumbo Supermarkten BV;18.09.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;435;370
Jumbo Supermarkten BV;19.09.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;525;500
Jumbo Supermarkten BV;20.09.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;640;540
Jumbo Supermarkten BV;21.09.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;688;600
Jumbo Supermarkten BV;23.09.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;420;360
Jumbo Supermarkten BV;24.09.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;408;460
Jumbo Supermarkten BV;25.09.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;405;520
Jumbo Supermarkten BV;26.09.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;501;480
Jumbo Supermarkten BV;27.09.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;600;600
Jumbo Supermarkten BV;28.09.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;666;660
Jumbo Supermarkten BV;30.09.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;420;480
Jumbo Supermarkten BV;01.10.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;408;420
Jumbo Supermarkten BV;02.10.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;405;400
Jumbo Supermarkten BV;03.10.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;501;520
Jumbo Supermarkten BV;04.10.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;600;720
Jumbo Supermarkten BV;05.10.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;666;600
Jumbo Supermarkten BV;07.10.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;420;420
Jumbo Supermarkten BV;08.10.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;408;320
Jumbo Supermarkten BV;09.10.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;405;330
Jumbo Supermarkten BV;10.10.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;501;510
Jumbo Supermarkten BV;11.10.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;600;600
Jumbo Supermarkten BV;12.10.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;666;630
Jumbo Supermarkten BV;14.10.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;420;360
Jumbo Supermarkten BV;15.10.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;408;340
Jumbo Supermarkten BV;16.10.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;405;360
Jumbo Supermarkten BV;17.10.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;501;600
Jumbo Supermarkten BV;18.10.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;600;580
Jumbo Supermarkten BV;19.10.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;666;630
Jumbo Supermarkten BV;21.10.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;420;300
Jumbo Supermarkten BV;22.10.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;408;320
Jumbo Supermarkten BV;23.10.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;405;450
Jumbo Supermarkten BV;24.10.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;501;400
Jumbo Supermarkten BV;25.10.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;600;680
Jumbo Supermarkten BV;26.10.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;666;700
Jumbo Supermarkten BV;28.10.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;420;380
Jumbo Supermarkten BV;29.10.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;408;380
Jumbo Supermarkten BV;30.10.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;405;480
Jumbo Supermarkten BV;31.10.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;501;660
Jumbo Supermarkten BV;01.11.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;580;540
Jumbo Supermarkten BV;02.11.2019;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;642;620
Jumbo Supermarkten BV;31.12.2018;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;699;640
Jumbo Supermarkten BV;02.01.2019;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;571;360
Jumbo Supermarkten BV;03.01.2019;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;875;640
Jumbo Supermarkten BV;04.01.2019;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;1098;100
Jumbo Supermarkten BV;05.01.2019;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;1115;1160
Jumbo Supermarkten BV;07.01.2019;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;700;660
Jumbo Supermarkten BV;08.01.2019;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;650;520
Jumbo Supermarkten BV;09.01.2019;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;600;560
Jumbo Supermarkten BV;10.01.2019;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;650;200
Jumbo Supermarkten BV;11.01.2019;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;900;380
Jumbo Supermarkten BV;12.01.2019;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;900;420
Jumbo Supermarkten BV;14.01.2019;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;700;820
Jumbo Supermarkten BV;15.01.2019;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;650;220
Jumbo Supermarkten BV;16.01.2019;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;600;700
Jumbo Supermarkten BV;17.01.2019;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;650;280
Jumbo Supermarkten BV;18.01.2019;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;900;480
Jumbo Supermarkten BV;19.01.2019;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;900;430
Jumbo Supermarkten BV;21.01.2019;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;820;760
Jumbo Supermarkten BV;22.01.2019;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;650;200
Jumbo Supermarkten BV;23.01.2019;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;700;680
Jumbo Supermarkten BV;24.01.2019;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;880;240
Jumbo Supermarkten BV;25.01.2019;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;1000;240
Jumbo Supermarkten BV;26.01.2019;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;950;660
Jumbo Supermarkten BV;28.01.2019;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;820;560
Jumbo Supermarkten BV;29.01.2019;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;650;220
Jumbo Supermarkten BV;30.01.2019;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;700;500
Jumbo Supermarkten BV;31.01.2019;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;880;260
Jumbo Supermarkten BV;01.02.2019;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;1000;420
Jumbo Supermarkten BV;02.02.2019;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;950;280
Jumbo Supermarkten BV;04.02.2019;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;773;880
