Retail Client;Date;Article Code;Article Description;Size of Packing Unit ;Prognosis (Packing Units);Realised Orders (Packing Units)
Jumbo Supermarkten BV;01.06.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;650;600
Jumbo Supermarkten BV;02.06.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;620;658
Jumbo Supermarkten BV;04.06.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;420;490
Jumbo Supermarkten BV;05.06.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;480;390
Jumbo Supermarkten BV;06.06.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;480;300
Jumbo Supermarkten BV;07.06.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;660;389
Jumbo Supermarkten BV;08.06.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;585;780
Jumbo Supermarkten BV;09.06.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;585;700
Jumbo Supermarkten BV;11.06.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;420;480
Jumbo Supermarkten BV;12.06.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;480;360
Jumbo Supermarkten BV;13.06.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;480;360
Jumbo Supermarkten BV;14.06.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;660;600
Jumbo Supermarkten BV;15.06.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;650;660
Jumbo Supermarkten BV;16.06.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;585;570
Jumbo Supermarkten BV;18.06.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;420;480
Jumbo Supermarkten BV;19.06.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;480;340
Jumbo Supermarkten BV;20.06.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;480;240
Jumbo Supermarkten BV;21.06.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;660;500
Jumbo Supermarkten BV;22.06.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;650;720
Jumbo Supermarkten BV;23.06.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;585;660
Jumbo Supermarkten BV;25.06.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;420;540
Jumbo Supermarkten BV;26.06.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;480;340
Jumbo Supermarkten BV;27.06.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;480;480
Jumbo Supermarkten BV;28.06.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;660;660
Jumbo Supermarkten BV;29.06.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;650;600
Jumbo Supermarkten BV;30.06.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;585;660
Jumbo Supermarkten BV;02.07.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;420;600
Jumbo Supermarkten BV;03.07.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;480;560
Jumbo Supermarkten BV;04.07.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;480;420
Jumbo Supermarkten BV;05.07.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;660;600
Jumbo Supermarkten BV;06.07.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;650;780
Jumbo Supermarkten BV;07.07.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;585;660
Jumbo Supermarkten BV;09.07.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;420;540
Jumbo Supermarkten BV;10.07.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;480;180
Jumbo Supermarkten BV;11.07.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;421;520
Jumbo Supermarkten BV;12.07.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;597;440
Jumbo Supermarkten BV;13.07.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;576;720
Jumbo Supermarkten BV;14.07.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;615;400
Jumbo Supermarkten BV;16.07.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;363;560
Jumbo Supermarkten BV;17.07.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;325;520
Jumbo Supermarkten BV;18.07.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;421;340
Jumbo Supermarkten BV;19.07.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;597;400
Jumbo Supermarkten BV;20.07.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;576;580
Jumbo Supermarkten BV;21.07.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;615;740
Jumbo Supermarkten BV;23.07.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;363;480
Jumbo Supermarkten BV;24.07.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;368;243
Jumbo Supermarkten BV;25.07.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;421;540
Jumbo Supermarkten BV;26.07.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;597;560
Jumbo Supermarkten BV;27.07.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;576;470
Jumbo Supermarkten BV;28.07.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;615;660
Jumbo Supermarkten BV;30.07.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;363;240
Jumbo Supermarkten BV;31.07.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;368;520
Jumbo Supermarkten BV;01.08.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;421;400
Jumbo Supermarkten BV;02.08.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;597;360
Jumbo Supermarkten BV;03.08.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;576;600
Jumbo Supermarkten BV;04.08.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;615;520
Jumbo Supermarkten BV;06.08.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;363;480
Jumbo Supermarkten BV;07.08.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;368;530
Jumbo Supermarkten BV;08.08.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;421;360
Jumbo Supermarkten BV;09.08.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;597;460
Jumbo Supermarkten BV;10.08.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;576;540
Jumbo Supermarkten BV;11.08.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;615;620
Jumbo Supermarkten BV;13.08.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;363;480
Jumbo Supermarkten BV;14.08.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;368;360
Jumbo Supermarkten BV;15.08.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;421;480
Jumbo Supermarkten BV;16.08.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;597;480
Jumbo Supermarkten BV;17.08.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;576;540
Jumbo Supermarkten BV;18.08.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;615;600
Jumbo Supermarkten BV;20.08.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;363;560
Jumbo Supermarkten BV;21.08.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;368;420
Jumbo Supermarkten BV;22.08.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;421;340
Jumbo Supermarkten BV;23.08.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;597;420
Jumbo Supermarkten BV;24.08.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;576;640
Jumbo Supermarkten BV;25.08.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;615;720
Jumbo Supermarkten BV;27.08.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;365;520
Jumbo Supermarkten BV;28.08.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;368;420
Jumbo Supermarkten BV;29.08.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;421;420
Jumbo Supermarkten BV;30.08.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;597;320
Jumbo Supermarkten BV;31.08.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;576;720
Jumbo Supermarkten BV;01.09.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;615;600
Jumbo Supermarkten BV;03.09.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;365;520
Jumbo Supermarkten BV;04.09.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;368;480
Jumbo Supermarkten BV;05.09.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;421;280
Jumbo Supermarkten BV;06.09.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;597;400
Jumbo Supermarkten BV;07.09.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;576;580
Jumbo Supermarkten BV;08.09.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;615;700
Jumbo Supermarkten BV;10.09.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;365;450
Jumbo Supermarkten BV;11.09.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;368;480
Jumbo Supermarkten BV;12.09.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;421;340
Jumbo Supermarkten BV;13.09.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;597;460
Jumbo Supermarkten BV;14.09.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;576;520
Jumbo Supermarkten BV;15.09.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;620;660
Jumbo Supermarkten BV;17.09.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;370;540
Jumbo Supermarkten BV;18.09.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;370;360
Jumbo Supermarkten BV;19.09.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;420;300
Jumbo Supermarkten BV;20.09.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;600;480
Jumbo Supermarkten BV;21.09.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;580;520
Jumbo Supermarkten BV;22.09.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;615;760
Jumbo Supermarkten BV;24.09.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;365;520
Jumbo Supermarkten BV;25.09.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;368;340
Jumbo Supermarkten BV;26.09.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;421;320
Jumbo Supermarkten BV;27.09.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;597;420
Jumbo Supermarkten BV;28.09.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;576;640
Jumbo Supermarkten BV;29.09.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;615;760
Jumbo Supermarkten BV;01.10.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;365;350
Jumbo Supermarkten BV;02.10.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;368;300
Jumbo Supermarkten BV;03.10.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;421;370
Jumbo Supermarkten BV;04.10.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;597;420
Jumbo Supermarkten BV;05.10.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;576;640
Jumbo Supermarkten BV;06.10.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;615;600
Jumbo Supermarkten BV;08.10.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;365;440
Jumbo Supermarkten BV;09.10.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;368;220
Jumbo Supermarkten BV;10.10.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;421;310
Jumbo Supermarkten BV;11.10.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;597;560
Jumbo Supermarkten BV;12.10.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;576;540
Jumbo Supermarkten BV;13.10.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;615;640
Jumbo Supermarkten BV;15.10.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;365;430
Jumbo Supermarkten BV;16.10.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;368;360
Jumbo Supermarkten BV;17.10.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;421;300
Jumbo Supermarkten BV;18.10.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;597;430
Jumbo Supermarkten BV;19.10.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;576;600
Jumbo Supermarkten BV;20.10.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;615;600
Jumbo Supermarkten BV;22.10.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;365;420
Jumbo Supermarkten BV;23.10.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;368;300
Jumbo Supermarkten BV;24.10.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;421;410
Jumbo Supermarkten BV;25.10.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;597;470
Jumbo Supermarkten BV;26.10.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;576;540
Jumbo Supermarkten BV;27.10.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;615;680
Jumbo Supermarkten BV;29.10.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;365;350
Jumbo Supermarkten BV;30.10.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;368;540
Jumbo Supermarkten BV;31.10.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;421;360
Jumbo Supermarkten BV;01.11.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;597;510
Jumbo Supermarkten BV;02.11.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;576;500
Jumbo Supermarkten BV;03.11.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;615;
Jumbo Supermarkten BV;05.11.2018;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;365;460
Jumbo Supermarkten BV;02.01.2018;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;540;720
Jumbo Supermarkten BV;03.01.2018;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;610;800
Jumbo Supermarkten BV;04.01.2018;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;1075;360
Jumbo Supermarkten BV;05.01.2018;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;1125;420
Jumbo Supermarkten BV;06.01.2018;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;895;420
Jumbo Supermarkten BV;08.01.2018;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;456;420
Jumbo Supermarkten BV;09.01.2018;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;597;220
Jumbo Supermarkten BV;10.01.2018;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;610;600
Jumbo Supermarkten BV;11.01.2018;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;750;380
Jumbo Supermarkten BV;12.01.2018;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;850;385
Jumbo Supermarkten BV;13.01.2018;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;1100;580
Jumbo Supermarkten BV;15.01.2018;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;460;600
Jumbo Supermarkten BV;16.01.2018;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;500;
Jumbo Supermarkten BV;17.01.2018;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;550;580
Jumbo Supermarkten BV;18.01.2018;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;750;380
Jumbo Supermarkten BV;19.01.2018;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;950;460
Jumbo Supermarkten BV;20.01.2018;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;900;460
Jumbo Supermarkten BV;22.01.2018;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;460;520
Jumbo Supermarkten BV;23.01.2018;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;500;160
Jumbo Supermarkten BV;24.01.2018;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;550;600
Jumbo Supermarkten BV;25.01.2018;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;750;280
Jumbo Supermarkten BV;26.01.2018;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;950;540
Jumbo Supermarkten BV;27.01.2018;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;960;460
Jumbo Supermarkten BV;29.01.2018;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;460;520
Jumbo Supermarkten BV;30.01.2018;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;500;180
