Retail Client;Date;Article Code;Article Description;Size of Packing Unit ;Prognosis (Packing Units);Realised Orders (Packing Units)
Jumbo Supermarkten BV;09.04.2020;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;;86
Jumbo Supermarkten BV;10.04.2020;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;;300
Jumbo Supermarkten BV;11.04.2020;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;;197
Jumbo Supermarkten BV;13.04.2020;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;464;200
Jumbo Supermarkten BV;14.04.2020;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;475;553
Jumbo Supermarkten BV;15.04.2020;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;503;480
Jumbo Supermarkten BV;16.04.2020;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;583;560
Jumbo Supermarkten BV;17.04.2020;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;703;840
Jumbo Supermarkten BV;18.04.2020;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;787;1170
Jumbo Supermarkten BV;20.04.2020;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;464;440
Jumbo Supermarkten BV;21.04.2020;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;475;520
Jumbo Supermarkten BV;22.04.2020;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;503;720
Jumbo Supermarkten BV;23.04.2020;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;583;600
Jumbo Supermarkten BV;24.04.2020;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;900;600
Jumbo Supermarkten BV;25.04.2020;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;1200;720
Jumbo Supermarkten BV;27.04.2020;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;500;720
Jumbo Supermarkten BV;28.04.2020;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;550;480
Jumbo Supermarkten BV;29.04.2020;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;750;1080
Jumbo Supermarkten BV;30.04.2020;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;850;660
Jumbo Supermarkten BV;01.05.2020;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;950;1200
Jumbo Supermarkten BV;02.05.2020;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;1200;1080
Jumbo Supermarkten BV;04.05.2020;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;500;500
Jumbo Supermarkten BV;05.05.2020;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;550;520
Jumbo Supermarkten BV;06.05.2020;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;750;390
Jumbo Supermarkten BV;07.05.2020;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;850;900
Jumbo Supermarkten BV;08.05.2020;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;950;1040
Jumbo Supermarkten BV;09.05.2020;204728;VVR PAP PUN RD 8x200 ZK2ST KKZ416 BPRJU8;8;1200;
Jumbo Supermarkten BV;30.12.2019;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;534;1080
Jumbo Supermarkten BV;31.12.2019;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;669;440
Jumbo Supermarkten BV;02.01.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;843;1200
Jumbo Supermarkten BV;03.01.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;1035;400
Jumbo Supermarkten BV;04.01.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;1223;600
Jumbo Supermarkten BV;06.01.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;600;1120
Jumbo Supermarkten BV;07.01.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;560;320
Jumbo Supermarkten BV;08.01.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;620;1000
Jumbo Supermarkten BV;09.01.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;800;660
Jumbo Supermarkten BV;10.01.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;900;340
Jumbo Supermarkten BV;11.01.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;1320;700
Jumbo Supermarkten BV;13.01.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;840;600
Jumbo Supermarkten BV;14.01.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;840;240
Jumbo Supermarkten BV;15.01.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;840;800
Jumbo Supermarkten BV;16.01.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;880;540
Jumbo Supermarkten BV;17.01.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;1000;300
Jumbo Supermarkten BV;18.01.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;1320;620
Jumbo Supermarkten BV;20.01.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;840;680
Jumbo Supermarkten BV;21.01.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;840;200
Jumbo Supermarkten BV;22.01.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;840;720
Jumbo Supermarkten BV;23.01.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;880;460
Jumbo Supermarkten BV;24.01.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;1000;700
Jumbo Supermarkten BV;25.01.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;1320;500
Jumbo Supermarkten BV;27.01.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;640;940
Jumbo Supermarkten BV;28.01.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;560;560
Jumbo Supermarkten BV;29.01.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;720;840
Jumbo Supermarkten BV;30.01.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;880;520
Jumbo Supermarkten BV;31.01.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;880;440
Jumbo Supermarkten BV;01.02.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;1120;460
Jumbo Supermarkten BV;03.02.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;640;640
Jumbo Supermarkten BV;04.02.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;560;440
Jumbo Supermarkten BV;05.02.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;720;720
Jumbo Supermarkten BV;06.02.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;880;580
Jumbo Supermarkten BV;07.02.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;880;540
Jumbo Supermarkten BV;08.02.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;1120;820
Jumbo Supermarkten BV;10.02.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;718;640
Jumbo Supermarkten BV;11.02.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;729;320
Jumbo Supermarkten BV;12.02.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;772;760
Jumbo Supermarkten BV;13.02.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;896;580
Jumbo Supermarkten BV;14.02.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;1080;620
Jumbo Supermarkten BV;15.02.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;1204;540
Jumbo Supermarkten BV;17.02.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;718;820
Jumbo Supermarkten BV;18.02.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;729;
Jumbo Supermarkten BV;19.02.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;772;284
Jumbo Supermarkten BV;20.02.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;896;700
Jumbo Supermarkten BV;21.02.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;1080;460
Jumbo Supermarkten BV;22.02.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;1204;500
Jumbo Supermarkten BV;24.02.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;718;800
Jumbo Supermarkten BV;25.02.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;454;80
Jumbo Supermarkten BV;26.02.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;492;560
Jumbo Supermarkten BV;27.02.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;896;540
Jumbo Supermarkten BV;28.02.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;1080;700
Jumbo Supermarkten BV;29.02.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;1204;860
Jumbo Supermarkten BV;02.03.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;718;600
Jumbo Supermarkten BV;03.03.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;546;480
Jumbo Supermarkten BV;04.03.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;579;800
Jumbo Supermarkten BV;05.03.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;896;740
Jumbo Supermarkten BV;06.03.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;1080;620
Jumbo Supermarkten BV;07.03.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;1204;540
Jumbo Supermarkten BV;09.03.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;721;720
Jumbo Supermarkten BV;10.03.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;737;320
Jumbo Supermarkten BV;11.03.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;781;960
Jumbo Supermarkten BV;12.03.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;906;580
Jumbo Supermarkten BV;13.03.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;1092;620
Jumbo Supermarkten BV;14.03.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;1223;1100
Jumbo Supermarkten BV;15.03.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;;400
Jumbo Supermarkten BV;16.03.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;1078;618
Jumbo Supermarkten BV;17.03.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;850;960
Jumbo Supermarkten BV;18.03.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;868;960
Jumbo Supermarkten BV;19.03.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;1353;740
Jumbo Supermarkten BV;20.03.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;1476;620
Jumbo Supermarkten BV;21.03.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;1577;1500
Jumbo Supermarkten BV;22.03.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;;363
Jumbo Supermarkten BV;23.03.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;466;
Jumbo Supermarkten BV;24.03.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;470;160
Jumbo Supermarkten BV;25.03.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;562;160
Jumbo Supermarkten BV;26.03.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;582;100
Jumbo Supermarkten BV;27.03.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;645;222
Jumbo Supermarkten BV;28.03.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;749;480
Jumbo Supermarkten BV;29.03.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;;160
Jumbo Supermarkten BV;30.03.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;360;80
Jumbo Supermarkten BV;31.03.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;380;480
Jumbo Supermarkten BV;01.04.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;400;240
Jumbo Supermarkten BV;02.04.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;450;360
Jumbo Supermarkten BV;03.04.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;550;280
Jumbo Supermarkten BV;04.04.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;749;520
Jumbo Supermarkten BV;05.04.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;;480
Jumbo Supermarkten BV;06.04.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;360;80
Jumbo Supermarkten BV;07.04.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;380;320
Jumbo Supermarkten BV;08.04.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;600;640
Jumbo Supermarkten BV;09.04.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;630;120
Jumbo Supermarkten BV;10.04.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;600;520
Jumbo Supermarkten BV;11.04.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;360;360
Jumbo Supermarkten BV;13.04.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;0;191
Jumbo Supermarkten BV;23.12.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;;250
Jumbo Supermarkten BV;24.12.2020;204732;R PAP RD GG 21ST FP1ST KKZ613 BPR JU8ES;21;;200
Jumbo Supermarkten BV;30.12.2019;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;191;270
Jumbo Supermarkten BV;31.12.2019;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;275;200
Jumbo Supermarkten BV;02.01.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;275;400
Jumbo Supermarkten BV;03.01.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;296;330
Jumbo Supermarkten BV;04.01.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;403;340
Jumbo Supermarkten BV;06.01.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;206;360
Jumbo Supermarkten BV;07.01.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;209;210
Jumbo Supermarkten BV;08.01.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;222;240
Jumbo Supermarkten BV;09.01.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;257;290
Jumbo Supermarkten BV;10.01.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;308;340
Jumbo Supermarkten BV;11.01.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;440;360
Jumbo Supermarkten BV;13.01.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;240;230
Jumbo Supermarkten BV;14.01.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;240;190
Jumbo Supermarkten BV;15.01.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;240;210
Jumbo Supermarkten BV;16.01.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;290;260
Jumbo Supermarkten BV;17.01.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;330;320
Jumbo Supermarkten BV;18.01.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;440;350
Jumbo Supermarkten BV;20.01.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;240;180
Jumbo Supermarkten BV;21.01.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;240;230
Jumbo Supermarkten BV;22.01.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;240;200
Jumbo Supermarkten BV;23.01.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;290;300
Jumbo Supermarkten BV;24.01.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;330;340
Jumbo Supermarkten BV;25.01.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;440;320
Jumbo Supermarkten BV;27.01.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;190;260
Jumbo Supermarkten BV;28.01.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;210;200
Jumbo Supermarkten BV;29.01.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;210;240
Jumbo Supermarkten BV;30.01.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;270;210
Jumbo Supermarkten BV;31.01.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;320;320
Jumbo Supermarkten BV;01.02.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;350;360
Jumbo Supermarkten BV;03.02.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;190;200
Jumbo Supermarkten BV;04.02.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;210;240
Jumbo Supermarkten BV;05.02.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;210;200
Jumbo Supermarkten BV;06.02.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;270;320
Jumbo Supermarkten BV;07.02.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;320;340
Jumbo Supermarkten BV;08.02.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;350;400
Jumbo Supermarkten BV;10.02.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;190;205
Jumbo Supermarkten BV;11.02.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;210;240
Jumbo Supermarkten BV;12.02.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;210;180
Jumbo Supermarkten BV;13.02.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;270;300
Jumbo Supermarkten BV;14.02.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;320;340
Jumbo Supermarkten BV;15.02.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;350;440
Jumbo Supermarkten BV;17.02.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;190;270
Jumbo Supermarkten BV;18.02.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;210;110
Jumbo Supermarkten BV;19.02.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;210;180
Jumbo Supermarkten BV;20.02.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;270;359
Jumbo Supermarkten BV;21.02.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;320;310
Jumbo Supermarkten BV;22.02.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;350;320
Jumbo Supermarkten BV;24.02.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;190;200
Jumbo Supermarkten BV;25.02.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;132;180
Jumbo Supermarkten BV;26.02.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;134;230
Jumbo Supermarkten BV;27.02.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;270;290
Jumbo Supermarkten BV;28.02.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;320;380
Jumbo Supermarkten BV;29.02.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;350;450
Jumbo Supermarkten BV;02.03.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;200;115
Jumbo Supermarkten BV;03.03.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;200;230
Jumbo Supermarkten BV;04.03.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;200;280
Jumbo Supermarkten BV;05.03.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;270;310
Jumbo Supermarkten BV;06.03.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;320;310
Jumbo Supermarkten BV;07.03.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;350;360
Jumbo Supermarkten BV;09.03.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;233;230
Jumbo Supermarkten BV;10.03.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;238;210
Jumbo Supermarkten BV;11.03.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;252;290
Jumbo Supermarkten BV;12.03.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;293;270
Jumbo Supermarkten BV;13.03.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;353;430
Jumbo Supermarkten BV;14.03.2020;204739;VVPAP GR GG 8ST FP1ST KKZ416 BPR JU 8ES;8;0;243
Jumbo Supermarkten BV;19.03.2020;213743;TRT MID 5KG TUSVL DT414G PP 8NL;5;;360
Jumbo Supermarkten BV;30.12.2019;236737;R ASPTIP GR 10-12 4x100SFPKKZ410BPRJU8PE;4;321;505
Jumbo Supermarkten BV;31.12.2019;236737;R ASPTIP GR 10-12 4x100SFPKKZ410BPRJU8PE;4;465;260
Jumbo Supermarkten BV;02.01.2020;236737;R ASPTIP GR 10-12 4x100SFPKKZ410BPRJU8PE;4;486;560
Jumbo Supermarkten BV;03.01.2020;236737;R ASPTIP GR 10-12 4x100SFPKKZ410BPRJU8PE;4;600;620
Jumbo Supermarkten BV;04.01.2020;236737;R ASPTIP GR 10-12 4x100SFPKKZ410BPRJU8PE;4;600;690
Jumbo Supermarkten BV;06.01.2020;236737;R ASPTIP GR 10-12 4x100SFPKKZ410BPRJU8PE;4;343;270
Jumbo Supermarkten BV;07.01.2020;236737;R ASPTIP GR 10-12 4x100SFPKKZ410BPRJU8PE;4;351;610
Jumbo Supermarkten BV;08.01.2020;236737;R ASPTIP GR 10-12 4x100SFPKKZ410BPRJU8PE;4;372;590
Jumbo Supermarkten BV;09.01.2020;236737;R ASPTIP GR 10-12 4x100SFPKKZ410BPRJU8PE;4;432;185
Jumbo Supermarkten BV;10.01.2020;236737;R ASPTIP GR 10-12 4x100SFPKKZ410BPRJU8PE;4;520;550
Jumbo Supermarkten BV;11.01.2020;236737;R ASPTIP GR 10-12 4x100SFPKKZ410BPRJU8PE;4;582;660
Jumbo Supermarkten BV;13.01.2020;236737;R ASPTIP GR 10-12 4x100SFPKKZ410BPRJU8PE;4;343;420
Jumbo Supermarkten BV;14.01.2020;236737;R ASPTIP GR 10-12 4x100SFPKKZ410BPRJU8PE;4;351;400
Jumbo Supermarkten BV;15.01.2020;236737;R ASPTIP GR 10-12 4x100SFPKKZ410BPRJU8PE;4;372;300
Jumbo Supermarkten BV;16.01.2020;236737;R ASPTIP GR 10-12 4x100SFPKKZ410BPRJU8PE;4;432;460
Jumbo Supermarkten BV;17.01.2020;236737;R ASPTIP GR 10-12 4x100SFPKKZ410BPRJU8PE;4;520;450
Jumbo Supermarkten BV;18.01.2020;236737;R ASPTIP GR 10-12 4x100SFPKKZ410BPRJU8PE;4;582;580
Jumbo Supermarkten BV;20.01.2020;236737;R ASPTIP GR 10-12 4x100SFPKKZ410BPRJU8PE;4;343;310
Jumbo Supermarkten BV;21.01.2020;236737;R ASPTIP GR 10-12 4x100SFPKKZ410BPRJU8PE;4;351;450
Jumbo Supermarkten BV;22.01.2020;236737;R ASPTIP GR 10-12 4x100SFPKKZ410BPRJU8PE;4;372;300
Jumbo Supermarkten BV;23.01.2020;236737;R ASPTIP GR 10-12 4x100SFPKKZ410BPRJU8PE;4;432;470
Jumbo Supermarkten BV;24.01.2020;236737;R ASPTIP GR 10-12 4x100SFPKKZ410BPRJU8PE;4;520;410
Jumbo Supermarkten BV;25.01.2020;236737;R ASPTIP GR 10-12 4x100SFPKKZ410BPRJU8PE;4;582;680
Jumbo Supermarkten BV;27.01.2020;236737;R ASPTIP GR 10-12 4x100SFPKKZ410BPRJU8PE;4;343;375
Jumbo Supermarkten BV;28.01.2020;236737;R ASPTIP GR 10-12 4x100SFPKKZ410BPRJU8PE;4;351;340
Jumbo Supermarkten BV;29.01.2020;236737;R ASPTIP GR 10-12 4x100SFPKKZ410BPRJU8PE;4;372;290
Jumbo Supermarkten BV;30.01.2020;236737;R ASPTIP GR 10-12 4x100SFPKKZ410BPRJU8PE;4;432;420
Jumbo Supermarkten BV;31.01.2020;236737;R ASPTIP GR 10-12 4x100SFPKKZ410BPRJU8PE;4;520;600
Jumbo Supermarkten BV;01.02.2020;236737;R ASPTIP GR 10-12 4x100SFPKKZ410BPRJU8PE;4;582;590
Jumbo Supermarkten BV;03.02.2020;236737;R ASPTIP GR 10-12 4x100SFPKKZ410BPRJU8PE;4;343;330
Jumbo Supermarkten BV;04.02.2020;236737;R ASPTIP GR 10-12 4x100SFPKKZ410BPRJU8PE;4;351;380
