"Article","Product_hier_1","Product_hier_2","Product_hier_3","Country_of_origin","Class","Contents","Crop","Consumer_unit","Price_group","Quality","Item_description"
101079,"vegetables","paprika","paprika small","NL","I","20","pap","500 gram",1120,8,"VVPAP MXR8G7G8 20X500FP3ST D621HL EP AN8"
101080,"vegetables","paprika","paprika small","NL","I","20","pap","500 gram",1120,8,"VVPAP MXR8G7G8 20X500FP3ST D621HL EP AN8"
101081,"vegetables","paprika","paprika small","NL","I","20","pap","500 gram",1120,8,"VVPAP MXR8G7G8 20X500FP3ST D621HL EP AN8"
101082,"vegetables","paprika","paprika small","NL","I","20","pap","500 gram",1120,8,"VVPAP MXR8G7G8 20X500FP3ST D621HL EP AN8"
101083,"vegetables","paprika","paprika small","NL","I","20","pap","500 gram",1120,8,"VVPAP MXR8G7G8 20X500FP3ST D621HL EP AN8"
101084,"vegetables","paprika","paprika small","NL","I","20","pap","500 gram",1120,8,"VVPAP MXR8G7G8 20X500FP3ST D621HL EP AN8"
101085,"vegetables","paprika","paprika small","NL","I","20","pap","500 gram",1120,8,"VVPAP MXR8G7G8 20X500FP3ST D621HL EP AN8"
101086,"vegetables","paprika","paprika small","NL","I","20","pap","500 gram",1120,8,"VVPAP MXR8G7G8 20X500FP3ST D621HL EP AN8"
101087,"vegetables","paprika","paprika small","NL","I","20","pap","500 gram",1120,8,"VVPAP MXR8G7G8 20X500FP3ST D621HL EP AN8"
101088,"vegetables","paprika","paprika small","NL","I","20","pap","500 gram",1120,8,"VVPAP MXR8G7G8 20X500FP3ST D621HL EP AN8"
101089,"vegetables","paprika","paprika small","NL","I","20","pap","500 gram",1120,8,"VVPAP MXR8G7G8 20X500FP3ST D621HL EP AN8"
101090,"vegetables","paprika","paprika small","NL","I","20","pap","500 gram",1120,8,"VVPAP MXR8G7G8 20X500FP3ST D621HL EP AN8"
101091,"vegetables","paprika","paprika small","NL","I","20","pap","500 gram",1120,8,"VVPAP MXR8G7G8 20X500FP3ST D621HL EP AN8"
101092,"vegetables","paprika","paprika small","NL","I","20","pap","500 gram",1120,8,"VVPAP MXR8G7G8 20X500FP3ST D621HL EP AN8"
101093,"vegetables","paprika","paprika small","NL","I","20","pap","500 gram",1120,8,"VVPAP MXR8G7G8 20X500FP3ST D621HL EP AN8"
101094,"vegetables","paprika","paprika small","NL","I","20","pap","500 gram",1120,8,"VVPAP MXR8G7G8 20X500FP3ST D621HL EP AN8"
101095,"vegetables","paprika","paprika small","NL","I","20","pap","500 gram",1120,8,"VVPAP MXR8G7G8 20X500FP3ST D621HL EP AN8"
101096,"vegetables","paprika","paprika small","NL","I","20","pap","500 gram",1120,8,"VVPAP MXR8G7G8 20X500FP3ST D621HL EP AN8"
101097,"vegetables","paprika","paprika small","NL","I","20","pap","500 gram",1120,8,"VVPAP MXR8G7G8 20X500FP3ST D621HL EP AN8"
101098,"vegetables","paprika","paprika small","NL","I","20","pap","500 gram",1120,8,"VVPAP MXR8G7G8 20X500FP3ST D621HL EP AN8"
101099,"vegetables","paprika","paprika small","NL","I","20","pap","500 gram",1120,8,"VVPAP MXR8G7G8 20X500FP3ST D621HL EP AN8"
101100,"vegetables","paprika","paprika small","NL","I","20","pap","500 gram",1120,8,"VVPAP MXR8G7G8 20X500FP3ST D621HL EP AN8"
101101,"vegetables","paprika","paprika small","NL","I","20","pap","500 gram",1120,8,"VVPAP MXR8G7G8 20X500FP3ST D621HL EP AN8"
101102,"vegetables","paprika","paprika small","NL","I","20","pap","500 gram",1120,8,"VVPAP MXR8G7G8 20X500FP3ST D621HL EP AN8"
101103,"vegetables","paprika","paprika small","NL","I","20","pap","500 gram",1120,8,"VVPAP MXR8G7G8 20X500FP3ST D621HL EP AN8"
202000,"vegetables","paprika","paprika small","NL","I","5","pap","kilogram",1120,9,"VVPAP OR 80-100 5KG D419NO DPA US 9NL"
202001,"vegetables","paprika","paprika small","NL","I","5","pap","kilogram",1120,8,"VVPAP GR 80-100 VG 5KG D419GR DPA 8NL"
202002,"vegetables","paprika","paprika long","NL","I","4","pap","200 gram",1125,8,"VVPAP PUN RD 4X200 ZK2ST PB415 PP 8NL"
202003,"vegetables","paprika","paprika long","NL","I","6","pap","200 gram",1125,8,"VVPAP PUN RD 6X200 ZK2ST PB415 EP 8NL"
202004,"vegetables","paprika","paprika long","NL","I","4","pap","200 gram",1125,8,"VVPAP PUN MX 4X200 ZK2ST PB415 PP 8NL"
202006,"vegetables","paprika","paprika long","NL","I","4","pap","200 gram",1125,8,"VVPAP PUN MX 4X200 ZK2ST KK410 PP SB 8NL"
202007,"vegetables","paprika","paprika long","NL","I","4","pap","200 gram",1125,8,"VVPAP PUN RD 4X200 ZK2ST KK410 PP SB 8NL"
202008,"vegetables","paprika","paprika long","NL","I","4","pap","200 gram",1125,8,"VVPAP PUN RD 4X200 ZK2ST PB415 PP PL 8NL"
202009,"vegetables","paprika","paprika long","NL","I","4","pap","200 gram",1125,8,"VVPAP PUN RD 4X200 ZK2ST PB415 PP HV 8NL"
202010,"vegetables","paprika","paprika long","NL","I","8","pap","200 gram",1125,8,"VVPAP PUN RD 8X200 ZK2ST PB415 PP 8NL"
202012,"vegetables","paprika","paprika small","NL","I","9","pap","400 gram",1120,8,"VVPAP MX3KL 9X400 FP3ST PB613 PP 8NL"
202014,"vegetables","paprika","paprika small","NL","I","9","pap","400 gram",1120,8,"VVPAP MX3KL 9X400 FP3ST PB613 PP DE 8NL"
202017,"vegetables","paprika","paprika small","NL","I","9","pap","500 gram",1120,8,"VVVVPAP MX3KL 9X500 FP3ST PB613 PP 8NL"
202018,"vegetables","paprika","paprika small","NL","I","9","pap","500 gram",1120,8,"VVPAP MX3KL 9X500 FP3ST PB613 PP HV 8NL"
202019,"vegetables","paprika","paprika small","NL","I","9","pap","500 gram",1120,8,"VVPAP MX3KL 9X500 FP3ST PB613 PP VM 8NL"
202023,"vegetables","paprika","paprika special","NL","I","15","pap","200 gram",1475,8,"VVPAP MIN ORZWE 15X200 FP1ST DT414Z EP 8"
202024,"vegetables","paprika","paprika small","NL","I","24","pap","stuks",1120,8,"VVPAP RD80-100 24ST FP1ST PB613 PP DE 8N"
202025,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP RD80-100 12ST FP1ST PB415 PP HV 8N"
202026,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP RD90-110 12ST FP1ST PB415 PP CO 8N"
202027,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP RD90-110 12ST FP1ST PB415 PP VM 8N"
202028,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP RD80-100 12ST FP1ST PB415 PP 8NL"
202029,"vegetables","paprika","paprika small","NL","I","24","pap","stuks",1120,8,"VVPAP RD80-100 24ST FP1ST KK618 PP SB 8N"
202039,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP RD80-100 12ST FP1ST KK416 PP PL 8N"
202040,"vegetables","paprika","paprika small","NL","I","9","pap","500 gram",1120,8,"VVPAP MXR8G7G8 9X500 FP3ST KK613 PP SB 8"
202041,"vegetables","paprika","paprika special","NL","I","10","pap","200 gram",1475,8,"VVPAP MIN MXSOL 10X200 FP3ST D410MZ EP 8"
202042,"vegetables","paprika","paprika small","NL","I","5","pap","kilogram",1120,8,"VVPAP GR80-100VG 5KG DP418G EP 8NL"
202043,"vegetables","paprika","paprika small","NL","I","9","pap","400 gram",1120,8,"VVPAP MX3KL 9X400 FP3ST PB613 PP PL 8NL"
202046,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP GR 80-100 12ST FP1ST PB415 PP PL 8"
202048,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP GE80-100 12ST FP1ST PB415 PP PL 8N"
202050,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP GR80-100 12ST FP1ST KK416 PP SB 8N"
202051,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP GE80-100 12ST FP1ST KK416 PP SB 8N"
202052,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP GR80-100 12ST FP1ST PB415 PP HV 8N"
202054,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP GE80-100 12ST FP1ST PB415 PP HV 8N"
202057,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP GR80-100 12ST FP1ST PB415 PP 8NL"
202059,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP GE80-100 12ST FP1ST PB415 PP 8NL"
202061,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP GR80-100 12ST FP1ST PB415 PP DE 8N"
202065,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP GE80-100 12ST FP1ST PB415 PP DE 8N"
202067,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP GR90-110 12ST FP1ST PB415 PP CO 8N"
202072,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP GE90-110 12ST FP1ST PB415 PP CO 8N"
202074,"vegetables","paprika","paprika small","NL","I","9","pap","500 gram",1120,8,"VVPAP MX3KL 9X500 FP3ST PB613 PP BO 8NL"
202076,"vegetables","paprika","paprika small","NL","I","9","pap","500 gram",1120,8,"VVPAP MX3KL 9X500 FP3ST PB613 PP DE 8NL"
202078,"vegetables","paprika","paprika small","NL","I","9","pap","500 gram",1120,8,"VVPAP MX3KL 9X500 FP3ST PB613 PP PL 8NL"
202081,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP GR90-110 12ST FP1ST PB415 PP VM 8N"
202083,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP GE90-110 12ST FP1ST PB415 PP VM 8N"
202087,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP GE80-100 12ST FP1ST PB415 PP BO 8N"
202089,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP GR80-100 12ST FP1ST PB415 PP BO 8N"
202091,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP RD80-100 12ST FP1ST PB415 PP BO 8N"
202093,"vegetables","paprika","paprika long","NL","I","5","pap","200 gram",1125,8,"VVPAP PUN RD 5X200 ZK2ST PB415 PP 8NL"
202094,"vegetables","paprika","paprika special","NL","I","12","pap","stuks",1475,8,"VVPAP MIN ORFE 12ST ZK3ST PB415 PP 8NL"
202095,"vegetables","paprika","paprika special","NL","I","12","pap","stuks",1475,8,"VVPAP MIN ORFE 12ST ZK3ST KK416 PP 8NL"
202103,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP GR80-100 12ST FP1ST PB415 PP DK 8N"
202106,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP GE80-100 12ST FP1ST PB415 PP DK 8N"
202107,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP RD80-100 12ST FP1ST PB415 PP DK 8N"
202111,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP GE80-100 12ST FP1ST KK416 PP PL 8N"
202112,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP GR80-100 12ST FP1ST KK416 PP PL 8N"
202127,"vegetables","paprika","paprika small","NL","I","9","pap","500 gram",1120,8,"VVPAP MX3KL 9X500 FP3ST KK613 PP PL 8NL"
202134,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP RD80-100 12ST FP1ST PB415 PP VM 8N"
202135,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP OR80-100 12ST FP1ST PB415 PP DK 8N"
202136,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP OR80-100 12ST FP1ST PB415 PP DE 8N"
202137,"vegetables","paprika","paprika small","NL","I","24","pap","stuks",1120,8,"VVPAP RD90-110 24ST FP1ST PB613 PP DE 8N"
202138,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP GE90-110 12ST FP1ST PB415 PP DE 8N"
202139,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP GR90-110 12ST FP1ST PB415 PP DE 8N"
202140,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP OR90-110 12ST FP1ST PB415 PP DE 8N"
202141,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP RD90-110 12ST FP1ST KK416 PP PL 8N"
202142,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP GE90-110 12ST FP1ST KK416 PP PL 8N"
202143,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP GR90-110 12ST FP1ST KK416 PP PL 8N"
202144,"vegetables","paprika","paprika small","NL","I","8","pap","500 gram",1120,8,"VVPAP MX3KL 8X500 FP3ST PB613 PP DK 8NL"
202145,"vegetables","paprika","paprika special","NL","I","6","pap","150 gram",1475,8,"VVPAP MIN ORFE 6X150 BKR PB415 PP DK 8NL"
202146,"vegetables","paprika","paprika special","NL","I","6","pap","150 gram",1475,8,"VVPAP MIN ORSWBI 6X150 BKR PB415 PP CO 8"
202147,"vegetables","paprika","paprika special","NL","I","1,5","pap","kilogram",1475,8,"VVPAP MIN ORFE 1,5KG PB415 PP 8NL"
202148,"vegetables","paprika","paprika special","NL","I","6","pap","150 gram",1475,8,"VVPAP MIN OR 6X150 BKR PB415 PP DE 8NL"
202149,"vegetables","paprika","paprika special","NL","I","10","pap","150 gram",1475,8,"VVPAP MIN OR 10X150 BKR PB415 PP VM 8NL"
202152,"vegetables","paprika","paprika special","ES","I","5","pap","kilogram",2415,8,"VVPAP MIN RD 5KG FK418 PKB 8ES"
202153,"vegetables","paprika","paprika small","ES","I","5","pap","kilogram",2417,8,"VVR PAP RD M 5KG FK417 PKB 8ES"
202154,"vegetables","paprika","paprika small","ES","I","5","pap","kilogram",2417,8,"VVR PAP RD G 5KG FK417 PKB 8ES"
202160,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP RD90-110 12ST FP1ST PB415 PP 8NL"
202161,"vegetables","paprika","paprika long","NL","I","8","pap","200 gram",1125,8,"VVPAP PUN RD 8X200 ZK2ST PB415 PP VO 8NL"
202166,"vegetables","paprika","paprika small","NL","I","3","pap","kilogram",1120,8,"VVPAP GR80-100VG 3KG PB415 PP 8NL"
202170,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP GR90-110 12ST FP1ST PB415 PP 8NL"
202171,"vegetables","paprika","paprika small","ES","I","5","pap","kilogram",2417,8,"VVR PAP GR M 5KG FK417 PKB 8ES"
202172,"vegetables","paprika","paprika small","ES","I","5","pap","kilogram",2417,8,"VVR PAP GR GG 5KG FK417 PKB 8ES"
202175,"vegetables","paprika","paprika small","NL","I","3","pap","kilogram",1120,8,"VVPAP GE80-100 3KG PB415 PP 8NL"
202177,"vegetables","paprika","paprika small","ES","I","5","pap","kilogram",2417,8,"VVR PAP GE M 5KG FK417 PKB 8ES"
202180,"vegetables","paprika","paprika small","ES","I","12","pap","stuks",2417,8,"VVPAP ORG 12ST FP1ST PB415 PP 8ES"
202181,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP OR80-100 12ST FP1ST PB415 PP 8NL"
202183,"vegetables","paprika","paprika small","ES","I","5","pap","kilogram",2417,8,"VVR PAP OR G 5KG FK417 PKB 8ES"
202184,"vegetables","paprika","paprika small","ES","I","5","pap","kilogram",2417,8,"VVPAP ORM 5KG FK417 PKB 8ES"
202185,"vegetables","paprika","paprika small","NL","I","20","pap","400 gram",1120,8,"VVPAP MX3KL 20X400 FP3ST D621GR EP AL 8N"
202190,"vegetables","paprika","paprika special","NL","I","10","pap","150 gram",1475,8,"VVPAP MIN ORFE 10X150 BKR PB415 PP 8NL"
202192,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP RD70-90 12ST FP2ST D420GW EP AL 8N"
202194,"vegetables","paprika","paprika small","NL","I","9","pap","400 gram",1120,8,"VVPAP MX3KL 9X400 FP3ST KK613 EP AL 8NL"
202197,"vegetables","paprika","paprika special","NL","I","12","pap","stuks",1475,8,"VVPAP MIN OR 12ST ZK3ST PB415 PP 8NL"
202209,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP OR70-90 12ST FP1ST PB415 PP PL 8NL"
202211,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP RD80-100 12ST FP1ST PB415 PP PL 8N"
202212,"vegetables","paprika","paprika special","NL","I","6","pap","150 gram",1475,8,"VVPAP MIN MX 6X150 ZK3ST PB415 PP PL 8NL"
202217,"vegetables","paprika","paprika special","NL","I","6","pap","150 gram",1475,8,"VVPAP MIN MX 6X150 ZK3ST KK416 PP PL 8NL"
202221,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP OR80-100 12ST FP1ST KK416 PP SB 8N"
202223,"vegetables","paprika","paprika small","ES","I","24","pap","stuks",2417,8,"VVPAP RDG 24ST FP1ST KK618 PP SB 8ES"
202224,"vegetables","paprika","paprika small","ES","I","12","pap","stuks",2417,8,"VVPAP GEG 12ST FP1ST KK416 PP SB 8ES"
202228,"vegetables","paprika","paprika small","ES","I","9","pap","500 gram",2417,8,"VVPAP MXR8G7G8 9X500 FP3ST KK613 PP SB 8"
202233,"vegetables","paprika","paprika small","NL","I","8","pap","500 gram",1120,8,"VVPAP MX3KL 8X500 FP3ST PB618 PP MA 8NL"
202234,"vegetables","paprika","paprika small","NL","I","8","pap","500 gram",1120,8,"VVPAP RDR877 8X500 FP3ST PB618 PP MA 8NL"
202235,"vegetables","paprika","paprika small","NL","I","8","pap","500 gram",1120,8,"VVPAP ORO877 8X500 FP3ST PB618 PP MA 8NL"
202236,"vegetables","paprika","paprika small","NL","I","8","pap","500 gram",1120,8,"VVPAP GRGR878 8X500 FP3ST PB618 PP MA 8N"
202237,"vegetables","paprika","paprika small","NL","I","8","pap","500 gram",1120,8,"VVPAP GEGE877 8X500 FP3ST PB618 PP MA 8N"
202239,"vegetables","paprika","paprika small","NL","I","11","pap","500 gram",1120,8,"VVPAP MX3KL 11X500 FP3ST PB618 PP MA 8NL"
202240,"vegetables","paprika","paprika small","NL","I","11","pap","500 gram",1120,8,"VVPAP RDR877 11X500 FP3ST PB618 PP MA 8N"
202247,"vegetables","paprika","paprika small","ES","I","12","pap","stuks",2417,8,"VVPAP ORG 12ST FP1ST KK416 PP SB 8ES"
202248,"vegetables","paprika","paprika small","ES","I","8","pap","500 gram",2417,8,"VVPAP ORO877 8X500 FP3ST PB618 PP MA 8ES"
202249,"vegetables","paprika","paprika small","IL","I","5","pap","kilogram",2417,8,"VVR PAP RD M 5KG FK420 PKB 8IL"
202250,"vegetables","paprika","paprika small","IL","I","5","pap","kilogram",2417,8,"R PAP RD L 5KG FK420 PKB 8IL"
202251,"vegetables","paprika","paprika small","IL","I","5","pap","kilogram",2417,8,"VVPAP GRM 5KG FK420 PKB 8IL"
202252,"vegetables","paprika","paprika small","IL","I","5","pap","kilogram",2417,8,"VVR PAP GR EL 5KG FK420 PKB 8IL"
202253,"vegetables","paprika","paprika small","IL","I","5","pap","kilogram",2417,8,"VVPAP GEM 5KG FK420 PKB 8IL"
202254,"vegetables","paprika","paprika small","IL","I","5","pap","kilogram",2417,8,"VVPAP ORL 5KG FK420 PKB 8IL"
202255,"vegetables","paprika","paprika small","IL","I","5","pap","kilogram",2417,8,"VVR PAP OR M 5KG FK420 PKB 8IL"
202256,"vegetables","paprika","paprika small","NL","I","12","pap","stuks",1120,8,"VVPAP RD80-100 12ST FP2ST D420GW EP AL 8"
202257,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,8,"VVPAP GE60-80 10KG PB624 PP 8NL"
202258,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,6,"VVPAP GE 60-80 10KG PB624 PP 6NL"
202259,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,8,"VVPAP GE 70-90 10KG PB624 PP 8NL"
202260,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,6,"VVPAP GE 70-90 10KG PB624 PP 6NL"
202261,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,8,"VVPAP GE 80-100 10KG PB624 PP 8NL"
202262,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,6,"VVVVPAP GE80-100 10KG PB624 PP 6NL"
202263,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,8,"VVPAP GE 90-110 10KG PB624 PP 8NL"
202264,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,8,"VVPAP GR 60-80 VG 10KG PB624 PP 8NL"
202265,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,6,"VVPAP GR 60-80 VG 10KG PB624 PP 6NL"
202266,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,8,"VVPAP GR 70-90 VG 10KG PB624 PP 8NL"
202267,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,6,"VVPAP GR70-90VG 10KG PB624 PP 6NL"
202268,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,8,"VVPAP GR 80-100 VG 10KG PB624 PP 8NL"
202269,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,6,"VVPAP GR 80-100 VG 10KG PB624 PP 6NL"
202270,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,8,"VVPAP GR 90-110 VG 10KG PB624 PP 8NL"
202271,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,6,"VVPAP GR60-80VK 10KG PB624 PP 6NL"
202272,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,6,"VVPAP GR60-80VR 10KG PB624 PP 6NL"
202273,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,6,"VVPAP GR70-90VK 10KG PB624 PP 6NL"
202274,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,6,"VVPAP GR70-90VR 10KG PB624 PP 6NL"
202275,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,6,"VVPAP GR80-100VR 10KG PB624 PP 6NL"
202276,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,6,"VVPAP GR80-100VK 10KG PB624 PP 6NL"
202277,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,6,"VVPAP GR90-110VR 10KG PB624 PP 6NL"
202278,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,6,"VVPAP GR90-110VK 10KG PB624 PP 6NL"
202279,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,8,"VVPAP OR60-80 10KG PB624 PP 8NL"
202280,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,6,"VVPAP OR 60-80 10KG PB624 PP 6NL"
202281,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,8,"VVPAP OR 70-90 10KG PB624 PP 8NL"
202282,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,6,"VVPAP OR70-90 10KG PB624 PP 6NL"
202283,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,8,"VVPAP OR 80-100 10KG PB624 PP 8NL"
202284,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,6,"VVVVVVPAP OR80-100 10KG PB624 PP 6NL"
202285,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,8,"VVPAP OR 90-110 10KG PB624 PP 8NL"
202286,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,6,"VVPAP OR90-110 10KG PB624 PP 6NL"
202287,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,8,"VVPAP RD60-80 10KG PB624 PP 8NL"
202288,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,6,"VVPAP RD 60-80 10KG PB624 PP 6NL"
202289,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,8,"VVPAP RD 70-90 10KG PB624 PP 8NL"
202290,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,6,"VVPAP RD 70-90 10KG PB624 PP 6NL"
202291,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,8,"VVPAP RD 80-100 10KG PB624 PP 8NL"
202292,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,6,"VVPAP RD80-100 10KG PB624 PP 6NL"
202293,"vegetables","paprika","paprika small","NL","I","10","pap","kilogram",1120,8,"VVPAP RD 90-110 10KG PB624 PP 8NL"
202294,"vegetables","paprika","paprika small","NL","I","5","pap","kilogram",1120,8,"VVPAP GE90-110 5KG D419NG DPA 8NL"
202295,"vegetables","paprika","paprika small","NL","I","5","pap","kilogram",1120,8,"VVPAP GE 80-100 5KG D419NG DPA 8NL"
202296,"vegetables","paprika","paprika small","NL","I","5","pap","kilogram",1120,8,"VVPAP GE 70-90 5KG D419NG DPA 8NL"
202297,"vegetables","paprika","paprika small","NL","I","5","pap","kilogram",1120,6,"VVPAP GE90-110 5KG D419NG DPA 6NL"
202298,"vegetables","paprika","paprika small","NL","I","5","pap","kilogram",1120,6,"VVPAP GE80-100 5KG D419NG DPA 6NL"
202299,"vegetables","paprika","paprika small","NL","I","5","pap","kilogram",1120,6,"VVPAP GE70-90 5KG D419GR DPA 6NL"
202300,"vegetables","paprika","paprika small","NL","I","5","pap","kilogram",1120,8,"VVPAP GR90-110 VG 5KG D419GR DPA 8NL"
202301,"vegetables","paprika","paprika small","NL","I","5","pap","kilogram",1120,6,"VVPAP GR90-110VR 5KG D419GR DPA 6NL"
202303,"vegetables","paprika","paprika small","NL","I","5","pap","kilogram",1120,6,"VVPAP GR80-100VK 5KG D419GR DPA 6NL"
202304,"vegetables","paprika","paprika small","NL","I","5","pap","kilogram",1120,8,"VVPAP GR 70-90 VG 5KG D419GR DPA 8NL"
202305,"vegetables","paprika","paprika small","NL","I","5","pap","kilogram",1120,6,"VVPAP GR70-90VK 5KG D419GR DPA 6NL"
202306,"vegetables","paprika","paprika small","NL","I","5","pap","kilogram",1120,6,"VVPAP GR90-110VG 5KG D419GR DPA 6NL"
202307,"vegetables","paprika","paprika small","NL","I","5","pap","kilogram",1120,6,"VVPAP GR90-110VK 5KG D419GR DPA 6NL"
202308,"vegetables","paprika","paprika small","NL","I","5","pap","kilogram",1120,6,"VVPAP GR80-100VG 5KG D419GR DPA 6NL"
202309,"vegetables","paprika","paprika small","NL","I","5","pap","kilogram",1120,6,"VVPAP GR80-100VR 5KG D419GR DPA 6NL"
202310,"vegetables","paprika","paprika small","NL","I","5","pap","kilogram",1120,6,"VVPAP GR70-90VG 5KG D419GR DPA 6NL"
202311,"vegetables","paprika","paprika small","NL","I","5","pap","kilogram",1120,6,"VVPAP GR70-90VR 5KG D419GR DPA 6NL"
202312,"vegetables","paprika","paprika small","NL","I","5","pap","kilogram",1120,8,"VVPAP OR90-110 5KG D419NO DPA 8NL"
202313,"vegetables","paprika","paprika small","NL","I","5","pap","kilogram",1120,8,"VVPAP OR 80-100 5KG D419NO DPA 8NL"
202314,"vegetables","paprika","paprika small","NL","I","5","pap","kilogram",1120,8,"VVPAP OR70-90 5KG D419NO DPA 8NL"
202315,"vegetables","paprika","paprika small","NL","I","5","pap","kilogram",1120,6,"VVPAP OR90-110 5KG D419NO DPA 6NL"
