Retail Client;Date;Article Code;Article Description;Size of Packing Unit;Prognosis (Packing Units);Realised Orders (Packing Units)
Jumbo Supermarkten BV;08.05.2021;236007;ASP 16-20 XW 5KG PB415 PP 9NL;5;;32
Jumbo Supermarkten BV;06.05.2021;236008;ASP 28-38 5KG PB415 PP 8NL;5;;520
Jumbo Supermarkten BV;08.05.2021;236008;ASP 28-38 5KG PB415 PP 8NL;5;;312
Jumbo Supermarkten BV;10.03.2021;236522;ASP 20-28 XW 5KG DVZ PB415 PP 9NL;5;;20
Jumbo Supermarkten BV;11.03.2021;236522;ASP 20-28 XW 5KG DVZ PB415 PP 9NL;5;;5
Jumbo Supermarkten BV;21.04.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;660
Jumbo Supermarkten BV;23.04.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;700
Jumbo Supermarkten BV;21.05.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;1730
Jumbo Supermarkten BV;31.05.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;240
Jumbo Supermarkten BV;09.06.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;400
Jumbo Supermarkten BV;15.06.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;100
Jumbo Supermarkten BV;16.06.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;205
Jumbo Supermarkten BV;17.06.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;180
Jumbo Supermarkten BV;18.06.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;260
Jumbo Supermarkten BV;19.06.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;760
Jumbo Supermarkten BV;21.06.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;1265
Jumbo Supermarkten BV;22.06.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;125
Jumbo Supermarkten BV;23.06.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;340
Jumbo Supermarkten BV;28.06.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;1485
Jumbo Supermarkten BV;08.07.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;150
Jumbo Supermarkten BV;09.07.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;250
Jumbo Supermarkten BV;10.07.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;120
Jumbo Supermarkten BV;12.07.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;225
Jumbo Supermarkten BV;13.07.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;1355
Jumbo Supermarkten BV;15.07.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;175
Jumbo Supermarkten BV;17.07.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;390
Jumbo Supermarkten BV;28.07.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;180
Jumbo Supermarkten BV;31.07.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;124
Jumbo Supermarkten BV;02.08.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;135
Jumbo Supermarkten BV;03.08.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;330
Jumbo Supermarkten BV;04.08.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;310
Jumbo Supermarkten BV;05.08.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;71
Jumbo Supermarkten BV;10.08.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;80
Jumbo Supermarkten BV;11.08.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;220
Jumbo Supermarkten BV;12.08.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;35
Jumbo Supermarkten BV;13.08.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;300
Jumbo Supermarkten BV;14.08.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;60
Jumbo Supermarkten BV;16.08.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;235
Jumbo Supermarkten BV;17.08.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;110
Jumbo Supermarkten BV;18.08.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;100
Jumbo Supermarkten BV;21.08.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;150
Jumbo Supermarkten BV;23.08.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;35
Jumbo Supermarkten BV;24.08.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;2585
Jumbo Supermarkten BV;26.08.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;1505
Jumbo Supermarkten BV;27.08.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;1080
Jumbo Supermarkten BV;28.08.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;1835
Jumbo Supermarkten BV;30.08.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;2860
Jumbo Supermarkten BV;31.08.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;614
Jumbo Supermarkten BV;01.09.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;1610
Jumbo Supermarkten BV;02.09.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;253
Jumbo Supermarkten BV;03.09.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;370
Jumbo Supermarkten BV;04.09.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;245
Jumbo Supermarkten BV;06.09.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;265
Jumbo Supermarkten BV;07.09.2021;262003;BLMKL 16C-OP 6ST PB618 PP NA 8NL;6;;123
Jumbo Supermarkten BV;22.04.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;;1200
Jumbo Supermarkten BV;21.05.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;;274
Jumbo Supermarkten BV;22.05.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;;2725
Jumbo Supermarkten BV;28.05.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;;775
Jumbo Supermarkten BV;29.05.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;;1
Jumbo Supermarkten BV;31.05.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;;813
Jumbo Supermarkten BV;08.06.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;;1705
Jumbo Supermarkten BV;09.06.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;;1140
Jumbo Supermarkten BV;14.06.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;2800;1450
Jumbo Supermarkten BV;15.06.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;2500;1760
Jumbo Supermarkten BV;16.06.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;3000;880
Jumbo Supermarkten BV;17.06.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;3500;1320
Jumbo Supermarkten BV;18.06.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;3800;1760
Jumbo Supermarkten BV;19.06.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;4200;2200
Jumbo Supermarkten BV;21.06.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;2800;1325
Jumbo Supermarkten BV;22.06.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;2500;
Jumbo Supermarkten BV;23.06.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;3000;
Jumbo Supermarkten BV;24.06.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;3500;130
Jumbo Supermarkten BV;25.06.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;3800;295
Jumbo Supermarkten BV;26.06.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;4200;90
Jumbo Supermarkten BV;28.06.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;1540;300
Jumbo Supermarkten BV;29.06.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;1540;100
Jumbo Supermarkten BV;30.06.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;1540;240
Jumbo Supermarkten BV;01.07.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;1870;160
Jumbo Supermarkten BV;02.07.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;2200;310
Jumbo Supermarkten BV;03.07.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;2310;105
Jumbo Supermarkten BV;05.07.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;2615;220
Jumbo Supermarkten BV;06.07.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;2534;165
Jumbo Supermarkten BV;07.07.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;2340;245
Jumbo Supermarkten BV;08.07.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;2617;
Jumbo Supermarkten BV;09.07.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;2598;
Jumbo Supermarkten BV;10.07.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;3232;
Jumbo Supermarkten BV;12.07.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;3000;
Jumbo Supermarkten BV;13.07.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;7500;505
Jumbo Supermarkten BV;14.07.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;3800;585
Jumbo Supermarkten BV;15.07.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;4550;220
Jumbo Supermarkten BV;16.07.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;5150;285
Jumbo Supermarkten BV;17.07.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;5900;75
Jumbo Supermarkten BV;19.07.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;2673;460
Jumbo Supermarkten BV;20.07.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;2581;195
Jumbo Supermarkten BV;21.07.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;2379;
Jumbo Supermarkten BV;22.07.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;2650;
Jumbo Supermarkten BV;23.07.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;2670;
Jumbo Supermarkten BV;24.07.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;3288;35
Jumbo Supermarkten BV;26.07.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;2912;425
Jumbo Supermarkten BV;27.07.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;2992;80
Jumbo Supermarkten BV;28.07.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;2497;30
Jumbo Supermarkten BV;29.07.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;2934;105
Jumbo Supermarkten BV;30.07.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;2837;240
Jumbo Supermarkten BV;31.07.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;3828;1
Jumbo Supermarkten BV;02.08.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;1847;
Jumbo Supermarkten BV;03.08.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;7115;
Jumbo Supermarkten BV;04.08.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;3415;
Jumbo Supermarkten BV;05.08.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;4110;114
Jumbo Supermarkten BV;06.08.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;4639;330
Jumbo Supermarkten BV;07.08.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;5300;75
Jumbo Supermarkten BV;09.08.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;2632;460
Jumbo Supermarkten BV;10.08.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;2716;
Jumbo Supermarkten BV;11.08.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;2259;
Jumbo Supermarkten BV;12.08.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;2341;
Jumbo Supermarkten BV;13.08.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;2542;
Jumbo Supermarkten BV;14.08.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;3430;
Jumbo Supermarkten BV;16.08.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;2600;
Jumbo Supermarkten BV;17.08.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;2725;
Jumbo Supermarkten BV;18.08.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;2232;125
Jumbo Supermarkten BV;19.08.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;2605;75
Jumbo Supermarkten BV;20.08.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;2509;230
Jumbo Supermarkten BV;21.08.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;3374;
Jumbo Supermarkten BV;23.08.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;0;170
Jumbo Supermarkten BV;24.08.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;0;365
Jumbo Supermarkten BV;25.08.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;0;260
Jumbo Supermarkten BV;26.08.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;0;160
Jumbo Supermarkten BV;27.08.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;0;765
Jumbo Supermarkten BV;28.08.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;0;1790
Jumbo Supermarkten BV;30.08.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;0;1050
Jumbo Supermarkten BV;31.08.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;0;2001
Jumbo Supermarkten BV;01.09.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;0;205
Jumbo Supermarkten BV;02.09.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;0;2
Jumbo Supermarkten BV;06.09.2021;262005;BLMKL 16C-OP 6ST PB618 PP NA 7NL;6;0;150
Jumbo Supermarkten BV;28.05.2021;262021;VVBLMKL VRG 16C-OP 6ST PB618 PP NA 8NL;6;;440
Jumbo Supermarkten BV;29.05.2021;262021;VVBLMKL VRG 16C-OP 6ST PB618 PP NA 8NL;6;;13
Jumbo Supermarkten BV;22.05.2021;262022;BLMKL VRG 16C-OP 6ST PB618 PP NA 7NL;6;;660
Jumbo Supermarkten BV;26.05.2021;262022;BLMKL VRG 16C-OP 6ST PB618 PP NA 7NL;6;;1785
Jumbo Supermarkten BV;27.05.2021;262022;BLMKL VRG 16C-OP 6ST PB618 PP NA 7NL;6;;1320
Jumbo Supermarkten BV;28.05.2021;262022;BLMKL VRG 16C-OP 6ST PB618 PP NA 7NL;6;;915
Jumbo Supermarkten BV;29.05.2021;262022;BLMKL VRG 16C-OP 6ST PB618 PP NA 7NL;6;;1636
Jumbo Supermarkten BV;31.08.2021;262781;BLMKL 16C-OP 6ST KKZ618 BPR NA 8NL;6;;550
Jumbo Supermarkten BV;21.10.2021;262781;BLMKL 16C-OP 6ST KKZ618 BPR NA 8NL;6;;550
Jumbo Supermarkten BV;22.10.2021;262781;BLMKL 16C-OP 6ST KKZ618 BPR NA 8NL;6;;605
Jumbo Supermarkten BV;24.06.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;770
Jumbo Supermarkten BV;25.06.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;1155
Jumbo Supermarkten BV;26.06.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;495
Jumbo Supermarkten BV;28.06.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;89
Jumbo Supermarkten BV;29.06.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;220
Jumbo Supermarkten BV;30.06.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;385
Jumbo Supermarkten BV;01.07.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;17
Jumbo Supermarkten BV;02.07.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;325
Jumbo Supermarkten BV;09.07.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;440
Jumbo Supermarkten BV;14.07.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;53
Jumbo Supermarkten BV;17.07.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;131
Jumbo Supermarkten BV;20.07.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;301
Jumbo Supermarkten BV;26.07.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;495
Jumbo Supermarkten BV;28.07.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;825
Jumbo Supermarkten BV;02.08.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;1815
Jumbo Supermarkten BV;03.08.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;550
Jumbo Supermarkten BV;06.08.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;1540
Jumbo Supermarkten BV;09.08.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;440
Jumbo Supermarkten BV;10.08.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;275
Jumbo Supermarkten BV;11.08.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;1155
Jumbo Supermarkten BV;13.08.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;660
Jumbo Supermarkten BV;16.08.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;550
Jumbo Supermarkten BV;18.08.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;715
Jumbo Supermarkten BV;19.08.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;165
Jumbo Supermarkten BV;23.08.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;990
Jumbo Supermarkten BV;25.08.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;660
Jumbo Supermarkten BV;30.08.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;1265
Jumbo Supermarkten BV;31.08.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;550
Jumbo Supermarkten BV;03.09.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;605
Jumbo Supermarkten BV;04.09.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;322
Jumbo Supermarkten BV;06.09.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;880
Jumbo Supermarkten BV;08.09.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;1100
Jumbo Supermarkten BV;09.09.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;660
Jumbo Supermarkten BV;10.09.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;825
Jumbo Supermarkten BV;11.09.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;825
Jumbo Supermarkten BV;13.09.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;2174
Jumbo Supermarkten BV;17.09.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;330
Jumbo Supermarkten BV;20.09.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;770
Jumbo Supermarkten BV;22.09.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;440
Jumbo Supermarkten BV;23.09.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;1007
Jumbo Supermarkten BV;24.09.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;825
Jumbo Supermarkten BV;25.09.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;1100
Jumbo Supermarkten BV;27.09.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;291
Jumbo Supermarkten BV;02.10.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;464
Jumbo Supermarkten BV;05.10.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;410
Jumbo Supermarkten BV;09.10.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;935
Jumbo Supermarkten BV;11.10.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;825
Jumbo Supermarkten BV;14.10.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;1320
Jumbo Supermarkten BV;15.10.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;95
Jumbo Supermarkten BV;16.10.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;715
Jumbo Supermarkten BV;18.10.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;778
Jumbo Supermarkten BV;19.10.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;4015
Jumbo Supermarkten BV;21.10.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;305
Jumbo Supermarkten BV;25.10.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;6490
Jumbo Supermarkten BV;27.10.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;2255
Jumbo Supermarkten BV;28.10.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;1100
Jumbo Supermarkten BV;29.10.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;543
Jumbo Supermarkten BV;01.11.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;3740
Jumbo Supermarkten BV;03.11.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;1591
Jumbo Supermarkten BV;06.11.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;759
Jumbo Supermarkten BV;13.11.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;160
Jumbo Supermarkten BV;16.11.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;1265
Jumbo Supermarkten BV;18.11.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;330
Jumbo Supermarkten BV;22.11.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;330
Jumbo Supermarkten BV;25.11.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;165
Jumbo Supermarkten BV;26.11.2021;262847;BLMKL 16C-OP 6ST KKZ618 BPR NA 9NL;6;;525
Jumbo Supermarkten BV;04.01.2021;800646;VVKK 35-40G 12ST DK35TG EP GB 8NL;12;700;
Jumbo Supermarkten BV;05.01.2021;800646;VVKK 35-40G 12ST DK35TG EP GB 8NL;12;700;
Jumbo Supermarkten BV;06.01.2021;800646;VVKK 35-40G 12ST DK35TG EP GB 8NL;12;700;
Jumbo Supermarkten BV;07.01.2021;800646;VVKK 35-40G 12ST DK35TG EP GB 8NL;12;800;
