"Article","Product_hier_1","Product_hier_2","Product_hier_3","Country_of_origin","Class","Contents","Crop","Consumer_unit","Price_group","Quality","Item_description"
230011,"mixed fruits","mix fruit","mixed fruits","UN","I","4","frmx2","6 stuks",1020,8,"VVFRMX2 4X6ST SZWS KK613 PP SB 8UN"
230081,"mixed fruits","mix fruit","mixed fruits","UN","I","5","frmx1","8 stuks",1020,8,"VVFRMX1 5X8ST SGRS KK618 PP PL 8UN"
230083,"mixed fruits","mix fruit","mixed fruits","EN","I","5","frmx1","8 stuks",1020,8,"VVFRMX1 5X8ST SGRS KK618 PP JU 8EN"
244891,"mixed fruits","mix fruit","mixed fruits","UN","I","5","frmx1","8 stuks",1020,8,"VVFRMX1 5X8ST SSZE KK618 PP 8UN"
244892,"mixed fruits","mix fruit","mixed fruits","UN","I","5","frmx1","8 stuks",1020,8,"VVFRMX1 5X8ST SSZE KK618 PP 8UN"
244893,"mixed fruits","mix fruit","mixed fruits","UN","I","5","frmx1","8 stuks",1020,8,"VVFRMX1 5X8ST SSZE KK618 PP JU 8UN"
246539,"mixed fruits","mix fruit","mixed fruits","UN","I","5","frmx1","8 stuks",1020,8,"VVFRMX1 5X8ST SSZE KK618 PP 8UN"
246641,"mixed fruits","mix fruit","mixed fruits","EN","I","5","frmx1","8 stuks",1020,8,"VVFRMX1 5X8ST SZWS KKZ618 BPR JU 8EN"
246867,"mixed fruits","mix fruit","mixed fruits","UN","I","5","frmx1","8 stuks",1020,8,"VVVVFRMX1 5X8ST SZWS KK618 PP SD 8UN"
246878,"mixed fruits","mix fruit","mixed fruits","NL","I","6","frumx","4 stuks",1020,8,"VVFRUMX AP-PE 6X4ST SZWS DF614Z EP 8NL"
899691,"mixed fruits","mix fruit","mixed fruits","EN","I","1","frumx","stuks",8750,8,"R FRUMX 1ST FK420 BPR BIO 8EN"
913383,"mixed fruits","mix fruit","mixed fruits","EN","I","35","frumx","stuks",2000,8,"VVR FRUMX 35ST DF414W BPR 8EN"
931275,"mixed fruits","mix fruit","mixed fruits","EN","I","1","frumx","stuks",1024,8,"FRUMX 1ST FK420 BPR BIO 8EN"
239008,"mixed soft fruits","mixed soft fruits","mixed soft fruits","NL","I","8","zfmix","125 gram",1355,8,"VVZFMIX 8X125 S55D DZ407M DPA 8NL"
239011,"mixed soft fruits","mixed soft fruits","mixed soft fruits","NL","I","2","zfmix","350 gram",1355,8,"VVZFMIX 2X350 SZW3D DZ407M DPA 8NL"
239047,"mixed soft fruits","mixed soft fruits","mixed soft fruits","NL","I","6","zfmix","150 gram",1355,8,"VVZFMIX 6X150 S51D KK410 PP PL 8NL"
239064,"mixed soft fruits","mixed soft fruits","mixed soft fruits","NL","I","9","zfmix","250 gram",1355,8,"VVZFMIX 9X250 S25D PB613 PP PL 8NL"
239078,"mixed soft fruits","mixed soft fruits","mixed soft fruits","NL","I","9","zfmix","220 gram",1355,8,"VVZFMIX 9X220 S21D KK613 PP PL 8NL"
239185,"mixed soft fruits","mixed soft fruits","mixed soft fruits","NL","I","9","zfmix","250 gram",1355,8,"VVZFMIX 9X250 S25D KK613 PP JU 8NL"
239191,"mixed soft fruits","mixed soft fruits","mixed soft fruits","NL","I","6","zfmix","150 gram",1355,8,"VVZFMIX 6X150 S51D KK410 PP VS 8NL"
239195,"mixed soft fruits","mixed soft fruits","mixed soft fruits","NL","I","4","zfmix","250 gram",1355,8,"VVZFMIX 4X250 S25D KK410 PP VS 8NL"
239246,"mixed soft fruits","mixed soft fruits","mixed soft fruits","NL","I","6","zfmix","150 gram",1355,8,"VVZFMIX 6X150 S51TS KK410 PP PL 8NL"
239287,"mixed soft fruits","mixed soft fruits","mixed soft fruits","NL","I","4","zfmix","250 gram",1355,8,"VVZFMIX 4X250 S25D KK410 PP JU 8NL"
239370,"mixed soft fruits","mixed soft fruits","mixed soft fruits","NL","I","6","zfmix","125 gram",1355,8,"VVZFMIX 6X125 S51D KK410 PP PL 8NL"
239405,"mixed soft fruits","mixed soft fruits","mixed soft fruits","NL","I","4","zfmix","250 gram",1355,8,"VVZFMIX 4X250 S25D KK410 PP VM 8NL"
239499,"mixed soft fruits","mixed soft fruits","mixed soft fruits","NL","I","12","zfmix","150 gram",1355,8,"VVZFMIX 12X150 SKRT DZ407M DPA 8NL"
239882,"mixed soft fruits","mixed soft fruits","mixed soft fruits","NL","I","4","zfmix","250 gram",1355,8,"VVZFMIX 4X250 S25D KK410 PP HV 8NL"
239934,"mixed soft fruits","mixed soft fruits","mixed soft fruits","NL","I","4","zfmix","250 gram",1355,8,"VVZFMIX 4X250 S25D KKZ410 BPR JU 8NL"
239942,"mixed soft fruits","mixed soft fruits","mixed soft fruits","NL","I","12","zfmix","150 gram",1355,8,"VVZFMIX 12X150 SKRT FK608 DPA WT 8NL"
240025,"mixed soft fruits","mixed soft fruits","mixed soft fruits","NL","I","4","zfmix","250 gram",1355,6,"VVZFMIX 4X250 S25D KKZ410 BPR JU 6NL"
240362,"mixed soft fruits","mixed soft fruits","mixed soft fruits","UN","I","4","zfmix","300 gram",1355,8,"VVZFMIXBRBBB 4X300 SKOD FK409 DPA 8UN"
240363,"mixed soft fruits","mixed soft fruits","mixed soft fruits","UN","I","12","zfmix","125 gram",1355,8,"VVZFMIXFBBRB 12X125 SKOD FK409 DPA 8UN"
800769,"mixed soft fruits","mixed soft fruits","mixed soft fruits","UN","I","6","zfmix","125 gram",1355,8,"VVZFMIXBBBRFR 6X125 S51D KK410 PP PL 8UN"
800770,"mixed soft fruits","mixed soft fruits","mixed soft fruits","NN","I","4","zfmix","250 gram",1355,8,"ZFMIX BBBRFR 4X250 S25D KKZ410 BPR JU8NN"
800771,"mixed soft fruits","mixed soft fruits","mixed soft fruits","UN","I","4","zfmix","250 gram",1355,8,"VVZFMIXBBBRFR 4X250 S25D KK410 PP VM 8UN"
800772,"mixed soft fruits","mixed soft fruits","mixed soft fruits","UN","I","4","zfmix","250 gram",1355,8,"VVZFMIXBBBRFR 4X250 S25D KK410 PP HV 8UN"
801486,"mixed soft fruits","mixed soft fruits","mixed soft fruits","NL","I","6","zfmix","125 gram",1355,8,"VVZFMIX 6X125 S71D KKZ410 BPR PL 8NL"
801728,"mixed soft fruits","mixed soft fruits","mixed soft fruits","NN","I","6","zfmix","125 gram",1355,8,"VVZFMIX BBBRFR 6X125 S71D KKZ410 BPR PL8"
805234,"mixed soft fruits","mixed soft fruits","mixed soft fruits","NL","I","4","zfmix","250 gram",1355,8,"VVZFMIX 4X250 S25D KKZ410 BPR PL 8NL"
805789,"mixed soft fruits","mixed soft fruits","mixed soft fruits","NN","I","4","zfmix","250 gram",1355,8,"ZFMIX BBBRFR 4X250 S25D KKZ410 BPR PL8NN"
806258,"mixed soft fruits","mixed soft fruits","mixed soft fruits","NN","I","4","zfmix","250 gram",1355,8,"ZFMIX BBBRFR 4X250 S25D KKZ410 BPR 8NN"
807970,"mixed soft fruits","mixed soft fruits","mixed soft fruits","NN","I","12","zfmix","150 gram",1355,8,"VVZFMIX MXZF1 12X150 SKRT DZ407M DPA 8NN"
808640,"mixed soft fruits","mixed soft fruits","mixed soft fruits","NN","I","12","zfmix","125 gram",1355,8,"ZFMIX BBFR 12X125 S57D D415HL EP AN 8NN"
808664,"mixed soft fruits","mixed soft fruits","mixed soft fruits","NL","I","4","zfmix","250 gram",1355,8,"VVZFMIX 4X250 S25D KKZ410 BPR HV 8NL"
841742,"mixed soft fruits","mixed soft fruits","mixed soft fruits","EN","I","4","zfmix","300 gram",2802,8,"VVR ZFMIXBBBFKB 4X300 STRD KKZ416 BPRJU8"
841744,"mixed soft fruits","mixed soft fruits","mixed soft fruits","EN","I","4","zfmix","300 gram",1355,8,"ZFMIX BBBFA 4X300 STRD KKZ416 BPR JU 8EN"
841767,"mixed soft fruits","mixed soft fruits","mixed soft fruits","EN","I","2","zfmix","300 gram",2802,8,"VVR ZFMIXBBBRBK 2X300 STRD KKZ416 BPRJU8"
841768,"mixed soft fruits","mixed soft fruits","mixed soft fruits","EN","I","2","zfmix","300 gram",1355,8,"VVZFMIX BBBFA 2X300 STRD KKZ416 BPR JU 8"
841834,"mixed soft fruits","mixed soft fruits","mixed soft fruits","EN","I","2","zfmix","300 gram",1355,8,"ZFMIX BBBFA 2X300 STRD KKZ410 BPR JU 8EN"
841835,"mixed soft fruits","mixed soft fruits","mixed soft fruits","EN","I","2","zfmix","300 gram",2802,8,"VVR ZFMIXBBBRBK 2X300 STRD KKZ410 BPRJU8"
842642,"mixed soft fruits","mixed soft fruits","mixed soft fruits","NN","I","9","zfmix","300 gram",1355,8,"ZFMIX 9X300 S25D D608GZ DPA 8NN"
842652,"mixed soft fruits","mixed soft fruits","mixed soft fruits","NN","I","9","zfmix","300 gram",1355,8,"ZFMIX BRBBB 9X300 S25D D608GZ DPA 8NN"
891832,"mixed soft fruits","mixed soft fruits","mixed soft fruits","EN","I","4","zfmix","250 gram",1355,8,"ZFMIX BBBRFR 4X250 S25D KKZ410 BPR JU8EN"
892921,"mixed soft fruits","mixed soft fruits","mixed soft fruits","EN","I","4","zfmix","250 gram",1355,8,"ZFMIX BBBRFR 4X250 S25TS KKZ410BPR JU8EN"
893944,"mixed soft fruits","mixed soft fruits","mixed soft fruits","EN","I","4","zfmix","250 gram",1355,8,"ZFMIX BBBRFR 4X250 S25TS KKZ410BPR PL8EN"
894369,"mixed soft fruits","mixed soft fruits","mixed soft fruits","EN","I","4","zfmix","300 gram",1355,7,"ZFMIX BBFR 4X300 S35TS KKZ410 BPR JU 7EN"
894370,"mixed soft fruits","mixed soft fruits","mixed soft fruits","EN","I","4","zfmix","300 gram",1355,7,"VVZFMIX BBARB 4X300 S35TS KKZ410 BPR JU7"
894516,"mixed soft fruits","mixed soft fruits","mixed soft fruits","EN","I","4","zfmix","300 gram",1355,7,"ZFMIX BBFR 4X300 S35D KKZ410 BPR JU 7EN"
894517,"mixed soft fruits","mixed soft fruits","mixed soft fruits","EN","I","4","zfmix","300 gram",1355,7,"ZFMIX BBARB 4X300 S35D KKZ410 BPR JU 7EN"
926233,"mixed soft fruits","mixed soft fruits","mixed soft fruits","EU","I","4","zfmix","300 gram",7450,7,"R ZFMIX RBFR 4X300 S40TS KKZ410BPR PL7EU"
926307,"mixed soft fruits","mixed soft fruits","mixed soft fruits","EU","I","4","zfmix","300 gram",7450,7,"R ZFMIX BBFR 4X300 S40TS KKZ410BPR PL7EU"
926480,"mixed soft fruits","mixed soft fruits","mixed soft fruits","NL","I","4","zfmix","300 gram",1355,7,"ZFMIX BBBRFR 4X300 S35TS KKZ410 BPR 7NL"
926481,"mixed soft fruits","mixed soft fruits","mixed soft fruits","NL","I","4","zfmix","150 gram",1355,7,"ZFMIX BBBRFR 4X150 S35TS KKZ410 BPR 7NL"
926699,"mixed soft fruits","mixed soft fruits","mixed soft fruits","EU","I","4","zfmix","300 gram",7450,7,"R ZFMIX BBBRFR 4X300 S35TS KKZ410 BPR7EU"
926700,"mixed soft fruits","mixed soft fruits","mixed soft fruits","EU","I","4","zfmix","150 gram",7450,7,"R ZFMIX BBBRFR 4X150 S35TS KKZ410 BPR7EU"
927681,"mixed soft fruits","mixed soft fruits","mixed soft fruits","EN","I","4","zfmix","300 gram",1355,7,"ZFMIX BBFR 4X300 S40TS KKZ410 BPR JU 7EN"
928853,"mixed soft fruits","mixed soft fruits","mixed soft fruits","EN","I","4","zfmix","300 gram",7450,7,"R ZFMIX BBRB4X300S40TS KKG410EP H3 2T7EN"
928854,"mixed soft fruits","mixed soft fruits","mixed soft fruits","EN","I","4","zfmix","300 gram",7450,7,"R ZFMIX BRFR4X300S40TS KKG410EP H3 2T7EN"
928855,"mixed soft fruits","mixed soft fruits","mixed soft fruits","EN","I","4","zfmix","300 gram",7450,7,"R ZFMIX BBFR4X300S40TS KKG410EP H3 2T7EN"
928993,"mixed soft fruits","mixed soft fruits","mixed soft fruits","EN","I","4","zfmix","300 gram",7450,7,"R ZFMIX BBFR 4X300 S40TS KKZ410BPR PL7EN"
929083,"mixed soft fruits","mixed soft fruits","mixed soft fruits","EN","I","4","zfmix","250 gram",7450,7,"R ZFMIX BBBRFR4X250S25TS KKZ410BPR JU7EN"
929084,"mixed soft fruits","mixed soft fruits","mixed soft fruits","EN","I","4","zfmix","300 gram",7450,7,"R ZFMIX BBFR 4X300 S35TS KKZ410BPR JU7EN"
930430,"mixed soft fruits","mixed soft fruits","mixed soft fruits","EN","I","4","zfmix","250 gram",1356,7,"ZFMIX BBBRFR 4X250 S25TS KKZ410BPR JU7EN"
931378,"mixed soft fruits","mixed soft fruits","mixed soft fruits","EN","I","4","zfmix","300 gram",1356,7,"ZFMIX BRFR 4X300 S40TS KKG410EP H3 2T7EN"
931772,"mixed soft fruits","mixed soft fruits","mixed soft fruits","EN","I","4","zfmix","300 gram",1356,7,"ZFMIX BBFR 4X300 S40TS KKZ410 BPR PL 7EN"
932303,"mixed soft fruits","mixed soft fruits","mixed soft fruits","EN","I","4","zfmix","300 gram",1356,7,"ZFMIX BBRB 4X300 S40TS KKG410EP H3 2T7EN"
239000,"soft fruits","berry","gooseberry","NL","I","6","krbes","125 gram",1355,8,"VVKRBES 6X125 S55D PB415 PP 8NL"
239001,"soft fruits","berry","currant","NL","I","10","rbes","500 gram",1525,8,"VVRBES 10X500 S01 PB613 PP 8NL"
239002,"soft fruits","berry","currant","NL","I","12","rbes","150 gram",1525,8,"VVRBES 12X150 SKRT DZ407M DPA 8NL"
239003,"soft fruits","berry","currant","NL","I","12","rbes","150 gram",1525,8,"RBESROVA 12X150 SKRT DZ407M DPA 8NL"
239004,"soft fruits","berry","blueberry","NL","I","12","bbes","150 gram",1360,8,"VVBBES 12X150 SKRT DZ407M DPA 8NL"
239005,"soft fruits","berry","blueberry","NL","I","12","bbes","150 gram",1360,8,"VVBBES GR 12X150 SKRT DZ407M DPA 8NL"
239006,"soft fruits","berry","gooseberry","NL","I","8","krbes","125 gram",1355,8,"VVKRBES 8X125 S55D DZ407M DPA 8NL"
239007,"soft fruits","berry","blueberry","NL","I","8","bbes","125 gram",1360,8,"VVBBES 8X125 S55D DZ407M DPA 8NL"
239009,"soft fruits","berry","currant","NL","I","8","rbes","500 gram",1525,8,"VVRBESROVA 8X500 S02 KHA512 DPA 8NL"
239010,"soft fruits","berry","currant","NL","I","8","rbes","500 gram",1525,7,"VVRBESROVA 8X500 STR KHA512 DPA 7NL"
239012,"soft fruits","berry","blueberry","AR","I","12","bbes","125 gram",2802,8,"VVBBES 12X125 SKOD FK408 DPA 8AR"
239013,"soft fruits","berry","currant","NL","I","9","rbes","500 gram",1525,8,"VVRBES 9X500 S01D PB613 PP 8NL"
239014,"soft fruits","berry","currant","NL","I","8","rbes","500 gram",1525,8,"VVRBESREDP 8X500 S02 KHA512 DPA 8NL"
239015,"soft fruits","berry","currant","NL","I","10","rbes","500 gram",1525,8,"VVRBES 10X500 S01D PB613K PP 8NL"
239017,"soft fruits","berry","currant","NL","I","9","rbes","500 gram",1525,8,"VVRBES 9X500 STRD KK613 PP SB 8NL"
239018,"soft fruits","berry","currant","NL","I","8","rbes","125 gram",1525,8,"VVRBES 8X125 S55D DZ408Z PP C1 8NL"
239019,"soft fruits","berry","blueberry","NL","I","8","bbes","125 gram",1360,8,"VVBBES 8X125 S55D DZ408Z PP C1 8NL"
239023,"soft fruits","berry","currant","NL","I","6","rbes","125 gram",1525,8,"VVRBES 6X125 S55TS KK410 PP SB 8NL"
239024,"soft fruits","berry","blueberry","NL","I","6","bbes","125 gram",1360,8,"VVBBES 6X125 S55TS KK410 PP SB 8NL"
239025,"soft fruits","berry","currant","NL","I","9","rbes","500 gram",1525,8,"VVRBES 9X500 S01D PB613 PP C1 8NL"
239029,"soft fruits","berry","blueberry","AR","I","12","bbes","125 gram",2802,8,"VVBBES 12X125 SKODE FK408 PKB C1 8AR"
239030,"soft fruits","berry","currant","NL","I","10","rbes","500 gram",1525,7,"VVRBES 10X500 S01 PB613 PP 7NL"
239031,"soft fruits","berry","gooseberry","NL","I","12","krbes","150 gram",1355,8,"VVKRBES RD MI 12X150 SKRT DZ407M DPA 8NL"
239032,"soft fruits","berry","gooseberry","NL","I","6","krbes","125 gram",1355,8,"VVKRBES 6X125 S55TS KK410 PP SB 8NL"
239034,"soft fruits","berry","currant","NL","I","8","rbes","125 gram",1525,8,"VVRBES 8X125 S55TS DZ407M PP VM 8NL"
239035,"soft fruits","berry","blueberry","NL","I","8","bbes","125 gram",1360,8,"VVBBES 8X125 S55TS DZ407M PP VM 8NL"
239036,"soft fruits","berry","gooseberry","NL","I","8","krbes","125 gram",1355,8,"VVKRBES 8X125 S55TS DZ407M PP VM 8NL"
239037,"soft fruits","berry","currant","NL","I","10","rbes","500 gram",1525,8,"VVRBES 10X500 S01D PB613 PP C1 8NL"
239038,"soft fruits","berry","blueberry","NL","I","8","bbes","125 gram",1360,8,"VVBBES 8X125 S55TS DZ407M PP 8NL"
239039,"soft fruits","berry","currant","NL","I","10","rbes","500 gram",1525,8,"VVRBES 10X500 S01D PB613 PP 8NL"
239040,"soft fruits","berry","currant","NL","I","9","rbes","500 gram",1525,8,"VVRBES 9X500 S03TS KK613 PP SB 8NL"
239042,"soft fruits","berry","blueberry","NL","I","9","bbes","300 gram",1360,8,"VVBBES 9X300 STRTE PB613 PP VM 8NL"
239044,"soft fruits","berry","blueberry","NL","I","9","bbes","300 gram",1360,8,"VVBBES 9X300 STRTE PB613 PP 8NL"
239045,"soft fruits","berry","blueberry","NL","I","4","bbes","125 gram",1360,8,"VVBBES 4X125 S55D PB415 PP DE 8NL"
239046,"soft fruits","berry","blueberry","NL","I","6","bbes","150 gram",1360,8,"VVBBES 6X150 S53D KK410 PP PL 8NL"
239048,"soft fruits","berry","currant","NL","I","9","rbes","250 gram",1525,8,"VVRBES 9X250 S21D KK613 PP PL 8NL"
239049,"soft fruits","berry","blueberry","NL","I","10","bbes","500 gram",1360,8,"VVBBESGR 10X500 S01D PB613 PP 8NL"
239050,"soft fruits","berry","currant","NL","I","9","rbes","500 gram",1525,8,"VVRBES 9X500 S01D KK613 PP PL 8NL"
239051,"soft fruits","berry","currant","NL","I","9","rbes","300 gram",1525,8,"VVRBES 9X300 STRTE PB613 PP VM 8NL"
239054,"soft fruits","berry","currant","NL","I","9","rbes","300 gram",1525,8,"VVRBES 9X300 STRTE PB613 PP 8NL"
239056,"soft fruits","berry","blueberry","NL","I","9","bbes","300 gram",1360,8,"VVBBES 9X300 STRTE KK613 PP SB 8NL"
239057,"soft fruits","berry","currant","NL","I","9","rbes","300 gram",1525,8,"VVRBES 9X300 STRTE KK613 PP SB 8NL"
239058,"soft fruits","berry","blueberry","NL","I","6","bbes","150 gram",1360,8,"VVBBES 6X150 S55TS KK410 PP SB 8NL"
239059,"soft fruits","berry","blueberry","NL","I","4","bbes","150 gram",1360,8,"VVBBES 4X150 S55D PB415 PP DE 8NL"
239060,"soft fruits","berry","blueberry","NL","I","8","bbes","150 gram",1360,8,"VVBBES 8X150 S55TS DZ407M PP VM 8NL"
239062,"soft fruits","berry","blueberry","NL","I","6","bbes","150 gram",1360,8,"VVBBES 6X150 STR2D KK410 PP SB 8NL"
239063,"soft fruits","berry","blueberry","NL","I","6","bbes","150 gram",1360,8,"VVBBES 6X150 S53D KK410 PP VM 8NL"
239069,"soft fruits","berry","currant","NL","I","6","rbes","150 gram",1525,8,"VVRBES 6X150 STRD KK410 PP SB 8NL"
239070,"soft fruits","berry","currant","NL","I","6","rbes","150 gram",1525,8,"VVRBES 6X150 S51D KK410 PP VM 8NL"
239071,"soft fruits","berry","currant","NL","I","6","rbes","150 gram",1525,8,"VVRBES 6X150 S51D KK410 PP PL 8NL"
239074,"soft fruits","berry","blueberry","NL","I","8","bbes","125 gram",1360,8,"VVBBES 8X125 S55D DZ407M PP VM 8NL"
239075,"soft fruits","berry","currant","NL","I","8","rbes","125 gram",1525,8,"VVRBES 8X125 S55D DZ407M PP VM 8NL"
239076,"soft fruits","berry","gooseberry","NL","I","8","krbes","125 gram",1355,8,"VVKRBES 8X125 S55D DZ407M PP VM 8NL"
239077,"soft fruits","berry","blueberry","NL","I","9","bbes","300 gram",1360,8,"VVBBES 9X300 S21D KK613 PP PL 8NL"
239079,"soft fruits","berry","blueberry","NL","I","10","bbes","300 gram",1360,8,"VVBBES 10X300 S21D PB613 PP C1 8NL"
239080,"soft fruits","berry","currant","NL","I","9","rbes","500 gram",1525,8,"VVRBES 9X500 STRD PB613 PP VM 8NL"
239081,"soft fruits","berry","currant","NL","I","10","rbes","500 gram",1525,8,"VVRBES 10X500 S01D PB613 PP BO 8NL"
239084,"soft fruits","berry","blueberry","NL","I","9","bbes","300 gram",1360,8,"VVBBES 9X300 STRD PB613 PP JU 8NL"
239085,"soft fruits","berry","currant","NL","I","9","rbes","300 gram",1525,8,"VVRBES 9X300 STRD PB613 PP JU 8NL"
239086,"soft fruits","berry","blueberry","NL","I","8","bbes","125 gram",1360,8,"VVBBES 8X125 S55D DZ408Z PP JU 8NL"
239087,"soft fruits","blackberry","blackberry","NL","I","12","braa","150 gram",1375,8,"VVBRAALOCH 12X150 SKRT DZ407M DPA 8NL"
239088,"soft fruits","blackberry","blackberry","NL","I","8","braa","125 gram",1375,8,"VVBRAA 8X125 S55D DZ407M DPA 8NL"
239089,"soft fruits","blackberry","blackberry","NL","I","8","braa","125 gram",1375,8,"VVBRAA 8X125 S55D DZ408Z PP C1 8NL"
239090,"soft fruits","blackberry","blackberry","NL","I","6","braa","125 gram",1375,8,"VVBRAA 6X125 STR4D KK410 PP SB 8NL"
239093,"soft fruits","blackberry","blackberry","NL","I","6","braa","125 gram",1375,8,"VVBRAA 6X125 S55TS KK410 PP SB 8NL"
239094,"soft fruits","blackberry","blackberry","NL","I","12","braa","150 gram",1375,8,"VVBRAALOCH 12X150 SKRT DZ407M DPA TU 8NL"
239095,"soft fruits","blackberry","blackberry","NL","I","8","braa","125 gram",1375,8,"VVBRAA 8X125 S55TS DZ407M PP VM 8NL"
239096,"soft fruits","blackberry","blackberry","NL","I","8","braa","125 gram",1375,8,"VVBRAA 8X125 S55TS DZ407M PP 8NL"
239097,"soft fruits","blackberry","blackberry","NL","I","4","braa","125 gram",1375,8,"VVBRAA 4X125 S55D PB415 PP DE 8NL"
239098,"soft fruits","blackberry","blackberry","NL","I","6","braa","150 gram",1375,8,"VVBRAA 6X150 S51D KK410 PP PL 8NL"
239099,"soft fruits","blackberry","blackberry","NL","I","6","braa","150 gram",1375,8,"VVBRAA 6X150 S51D KK410 PP VM 8NL"
239100,"soft fruits","blackberry","blackberry","NL","I","6","braa","150 gram",1375,8,"VVBRAA 6X150 STRD KK410 PP SB 8NL"
239101,"soft fruits","blackberry","blackberry","NL","I","8","braa","125 gram",1375,8,"VVBRAA 8X125 S55D DZ407M PP VM 8NL"
239102,"soft fruits","blackberry","blackberry","NL","I","9","braa","180 gram",1375,8,"VVBRAA 9X180 S56D KK613 PP PL 8NL"
239104,"soft fruits","blackberry","blackberry","NL","I","8","braa","125 gram",1375,8,"VVBRAA 8X125 S55D DZ408Z PP JU 8NL"
239105,"soft fruits","raspberry","raspberry","NL","I","12","fram","150 gram",1425,8,"VVFRAM GRTULA 12X150 SKRT DZ407M DPA 8NL"
239106,"soft fruits","raspberry","raspberry","NL","I","8","fram","125 gram",1425,8,"VVFRAM 8X125 S55D DZ407M DPA 8NL"
239109,"soft fruits","raspberry","raspberry","NL","I","12","fram","150 gram",1425,8,"VVFRAMBRIL 12X150 SKRT DZ407M DPA 8NL"
239110,"soft fruits","raspberry","raspberry","ES","I","8","fram","125 gram",2805,8,"VVFRAM 8X125 SKOD FK408 PKB 8ES"
239111,"soft fruits","raspberry","raspberry","NL","I","8","fram","125 gram",1425,8,"VVFRAM 8X125 S55D DZ408Z PP C1 8NL"
239112,"soft fruits","raspberry","raspberry","NL","I","6","fram","125 gram",1425,8,"VVFRAM 6X125 STR4D KK410 PP SB 8NL"
239115,"soft fruits","raspberry","raspberry","NL","I","6","fram","125 gram",1425,8,"VVFRAM 6X125 S55TS KK410 PP SB 8NL"
239117,"soft fruits","raspberry","raspberry","ES","I","12","fram","150 gram",2805,8,"VVFRAM 12X150 SKRT DZ407M DPA 8ES"
239119,"soft fruits","raspberry","raspberry","NL","I","8","fram","125 gram",1425,8,"VVFRAM 8X125 S55TS DZ407M PP VM 8NL"
239120,"soft fruits","raspberry","raspberry","NL","I","8","fram","125 gram",1425,8,"VVFRAM 8X125 S55TS DZ407M PP 8NL"
239121,"soft fruits","raspberry","raspberry","NL","I","4","fram","125 gram",1425,8,"VVFRAM 4X125 S55D PB415 PP DE 8NL"
239122,"soft fruits","raspberry","raspberry","NL","I","6","fram","150 gram",1425,8,"VVFRAM 6X150 S51D KK410 PP PL 8NL"
239123,"soft fruits","raspberry","raspberry","NL","I","6","fram","150 gram",1425,8,"VVFRAM 6X150 S51D KK410 PP VM 8NL"
239124,"soft fruits","raspberry","raspberry","NL","I","6","fram","150 gram",1425,8,"VVFRAM 6X150 STRD KK410 PP SB 8NL"
239125,"soft fruits","raspberry","raspberry","NL","I","8","fram","125 gram",1425,8,"VVFRAM 8X125 SKODE FK613 PP C1 8NL"
239126,"soft fruits","raspberry","raspberry","NL","I","6","fram","150 gram",1425,8,"VVFRAM 6X150 S51D KK410 PP DK 8NL"
239127,"soft fruits","raspberry","raspberry","NL","I","8","fram","125 gram",1425,8,"VVFRAM 8X125 S55D DZ407M PP DK 8NL"
239129,"soft fruits","raspberry","raspberry","NL","I","8","fram","125 gram",1425,8,"VVFRAM 8X125 S55D DZ407M PP VM 8NL"
239130,"soft fruits","raspberry","raspberry","NL","I","9","fram","180 gram",1425,8,"VVFRAM 9X180 S56D KK613 PP PL 8NL"
239132,"soft fruits","raspberry","raspberry","NL","I","8","fram","125 gram",1425,8,"VVFRAM 8X125 S55D DZ408Z PP JU 8NL"
239133,"soft fruits","berry","currant","NL","I","8","rbes","125 gram",1525,8,"VVRBES 8X125 S55D DZ407M DPA JU 8NL"
239135,"soft fruits","berry","currant","NL","I","8","rbes","125 gram",1525,8,"VVRBES 8X125 S55TS DZ407M PP 8NL"
239136,"soft fruits","berry","gooseberry","NL","I","8","krbes","125 gram",1355,8,"VVKRBES 8X125 S55TS DZ407M DPA 8NL"
239137,"soft fruits","berry","blueberry","NL","I","8","bbes","150 gram",1360,8,"VVBBES 8X150 S55TS DZ407M PP 8NL"
239139,"soft fruits","berry","blueberry","NL","I","8","bbes","125 gram",1360,8,"VVBBES 8X125 S55TS DZ407M DPA BO 8NL"
239140,"soft fruits","berry","currant","NL","I","9","rbes","300 gram",1525,8,"VVRBES 9X300 STRTE PB613 PP JU 8NL"
239145,"soft fruits","berry","currant","NL","I","4","rbes","125 gram",1525,8,"VVRBES 4X125 S55D PB415 PP DE 8NL"
239147,"soft fruits","berry","blueberry","NL","I","16","bbes","250 gram",1360,8,"VVBBES 16X250 SKOD PB613 PP C1 8NL"
239148,"soft fruits","berry","blueberry","NL","I","10","bbes","70",1360,8,"VVBBESFE 10X70 BKR PB415 PP 8NL"
239152,"soft fruits","berry","currant","NL","I","9","rbes","300 gram",1525,8,"VVRBES 9X300 STRD KK613 PP PL 8NL"
239153,"soft fruits","berry","currant","NL","I","9","rbes","300 gram",1525,8,"VVRBES 9X300 STRTE PB613 PP DE 8NL"
239154,"soft fruits","berry","currant","NL","I","9","rbes","500 gram",1525,8,"VVRBES 9X500 S01D PB613 PP BO 8NL"
239155,"soft fruits","berry","blueberry","NL","I","9","bbes","300 gram",1360,8,"VVBBES 9X300 STRTE PB613 PP JU 8NL"
239156,"soft fruits","berry","blueberry","NL","I","8","bbes","125 gram",1360,8,"VVBBES 8X125 S55TS DZ408Z PP JU 8NL"
